year,fips3,municipio,sex,agegrp,population
2010,107,Orocovis,2,10,820
2011,107,Orocovis,2,10,839
2012,107,Orocovis,2,10,833
2013,107,Orocovis,2,10,810
2014,107,Orocovis,2,10,800
2015,107,Orocovis,2,10,792
2016,107,Orocovis,2,10,756
2017,107,Orocovis,2,10,726
2018,107,Orocovis,2,10,693
2019,107,Orocovis,2,10,706
2010,109,Patillas,2,10,708
2011,109,Patillas,2,10,701
2012,109,Patillas,2,10,700
2013,109,Patillas,2,10,696
2014,109,Patillas,2,10,677
2015,109,Patillas,2,10,636
2016,109,Patillas,2,10,602
2017,109,Patillas,2,10,572
2018,109,Patillas,2,10,538
2019,109,Patillas,2,10,532
2010,111,Peñuelas,2,10,851
2011,111,Peñuelas,2,10,840
2012,111,Peñuelas,2,10,816
2013,111,Peñuelas,2,10,811
2014,111,Peñuelas,2,10,805
2015,111,Peñuelas,2,10,773
2016,111,Peñuelas,2,10,758
2017,111,Peñuelas,2,10,755
2018,111,Peñuelas,2,10,730
2019,111,Peñuelas,2,10,716
2010,113,Ponce,2,10,5462
2011,113,Ponce,2,10,5347
2012,113,Ponce,2,10,5244
2013,113,Ponce,2,10,5075
2014,113,Ponce,2,10,4869
2015,113,Ponce,2,10,4685
2016,113,Ponce,2,10,4558
2017,113,Ponce,2,10,4457
2018,113,Ponce,2,10,4345
2019,113,Ponce,2,10,4367
2010,115,Quebradillas,2,10,936
2011,115,Quebradillas,2,10,944
2012,115,Quebradillas,2,10,959
2013,115,Quebradillas,2,10,933
2014,115,Quebradillas,2,10,896
2015,115,Quebradillas,2,10,884
2016,115,Quebradillas,2,10,861
2017,115,Quebradillas,2,10,845
2018,115,Quebradillas,2,10,827
2019,115,Quebradillas,2,10,828
2010,117,Rincón,2,10,519
2011,117,Rincón,2,10,531
2012,117,Rincón,2,10,536
2013,117,Rincón,2,10,548
2014,117,Rincón,2,10,543
2015,117,Rincón,2,10,565
2016,117,Rincón,2,10,574
2017,117,Rincón,2,10,557
2018,117,Rincón,2,10,567
2019,117,Rincón,2,10,566
2010,119,Río Grande,2,10,1904
2011,119,Río Grande,2,10,1933
2012,119,Río Grande,2,10,1973
2013,119,Río Grande,2,10,1940
2014,119,Río Grande,2,10,1906
2015,119,Río Grande,2,10,1898
2016,119,Río Grande,2,10,1853
2017,119,Río Grande,2,10,1802
2018,119,Río Grande,2,10,1769
2019,119,Río Grande,2,10,1777
2010,121,Sabana Grande,2,10,855
2011,121,Sabana Grande,2,10,825
2012,121,Sabana Grande,2,10,805
2013,121,Sabana Grande,2,10,787
2014,121,Sabana Grande,2,10,783
2015,121,Sabana Grande,2,10,800
2016,121,Sabana Grande,2,10,819
2017,121,Sabana Grande,2,10,830
2018,121,Sabana Grande,2,10,821
2019,121,Sabana Grande,2,10,823
2010,123,Salinas,2,10,1007
2011,123,Salinas,2,10,990
2012,123,Salinas,2,10,956
2013,123,Salinas,2,10,930
2014,123,Salinas,2,10,934
2015,123,Salinas,2,10,926
2016,123,Salinas,2,10,925
2017,123,Salinas,2,10,934
2018,123,Salinas,2,10,888
2019,123,Salinas,2,10,890
2010,125,San Germán,2,10,1141
2011,125,San Germán,2,10,1142
2012,125,San Germán,2,10,1119
2013,125,San Germán,2,10,1105
2014,125,San Germán,2,10,1102
2015,125,San Germán,2,10,1103
2016,125,San Germán,2,10,1119
2017,125,San Germán,2,10,1140
2018,125,San Germán,2,10,1121
2019,125,San Germán,2,10,1114
2010,127,San Juan,2,10,14401
2011,127,San Juan,2,10,14134
2012,127,San Juan,2,10,13825
2013,127,San Juan,2,10,13424
2014,127,San Juan,2,10,12904
2015,127,San Juan,2,10,12632
2016,127,San Juan,2,10,12412
2017,127,San Juan,2,10,12140
2018,127,San Juan,2,10,11751
2019,127,San Juan,2,10,11752
2010,129,San Lorenzo,2,10,1497
2011,129,San Lorenzo,2,10,1486
2012,129,San Lorenzo,2,10,1476
2013,129,San Lorenzo,2,10,1479
2014,129,San Lorenzo,2,10,1479
2015,129,San Lorenzo,2,10,1456
2016,129,San Lorenzo,2,10,1438
2017,129,San Lorenzo,2,10,1402
2018,129,San Lorenzo,2,10,1330
2019,129,San Lorenzo,2,10,1299
2010,131,San Sebastián,2,10,1477
2011,131,San Sebastián,2,10,1467
2012,131,San Sebastián,2,10,1440
2013,131,San Sebastián,2,10,1404
2014,131,San Sebastián,2,10,1336
2015,131,San Sebastián,2,10,1287
2016,131,San Sebastián,2,10,1276
2017,131,San Sebastián,2,10,1278
2018,131,San Sebastián,2,10,1248
2019,131,San Sebastián,2,10,1288
2010,133,Santa Isabel,2,10,732
2011,133,Santa Isabel,2,10,754
2012,133,Santa Isabel,2,10,760
2013,133,Santa Isabel,2,10,768
2014,133,Santa Isabel,2,10,767
2015,133,Santa Isabel,2,10,778
2016,133,Santa Isabel,2,10,789
2017,133,Santa Isabel,2,10,799
2018,133,Santa Isabel,2,10,803
2019,133,Santa Isabel,2,10,840
2010,135,Toa Alta,2,10,3112
2011,135,Toa Alta,2,10,3081
2012,135,Toa Alta,2,10,2994
2013,135,Toa Alta,2,10,2918
2014,135,Toa Alta,2,10,2845
2015,135,Toa Alta,2,10,2816
2016,135,Toa Alta,2,10,2761
2017,135,Toa Alta,2,10,2712
2018,135,Toa Alta,2,10,2643
2019,135,Toa Alta,2,10,2609
2010,137,Toa Baja,2,10,3402
2011,137,Toa Baja,2,10,3239
2012,137,Toa Baja,2,10,3113
2013,137,Toa Baja,2,10,2954
2014,137,Toa Baja,2,10,2859
2015,137,Toa Baja,2,10,2804
2016,137,Toa Baja,2,10,2788
2017,137,Toa Baja,2,10,2741
2018,137,Toa Baja,2,10,2665
2019,137,Toa Baja,2,10,2663
2010,139,Trujillo Alto,2,10,2833
2011,139,Trujillo Alto,2,10,2867
2012,139,Trujillo Alto,2,10,2885
2013,139,Trujillo Alto,2,10,2863
2014,139,Trujillo Alto,2,10,2804
2015,139,Trujillo Alto,2,10,2696
2016,139,Trujillo Alto,2,10,2607
2017,139,Trujillo Alto,2,10,2546
2018,139,Trujillo Alto,2,10,2454
2019,139,Trujillo Alto,2,10,2483
2010,141,Utuado,2,10,1154
2011,141,Utuado,2,10,1163
2012,141,Utuado,2,10,1162
2013,141,Utuado,2,10,1138
2014,141,Utuado,2,10,1058
2015,141,Utuado,2,10,1019
2016,141,Utuado,2,10,989
2017,141,Utuado,2,10,953
2018,141,Utuado,2,10,892
2019,141,Utuado,2,10,896
2010,143,Vega Alta,2,10,1428
2011,143,Vega Alta,2,10,1454
2012,143,Vega Alta,2,10,1448
2013,143,Vega Alta,2,10,1410
2014,143,Vega Alta,2,10,1384
2015,143,Vega Alta,2,10,1365
2016,143,Vega Alta,2,10,1336
2017,143,Vega Alta,2,10,1262
2018,143,Vega Alta,2,10,1226
2019,143,Vega Alta,2,10,1260
2010,145,Vega Baja,2,10,2178
2011,145,Vega Baja,2,10,2183
2012,145,Vega Baja,2,10,2129
2013,145,Vega Baja,2,10,2078
2014,145,Vega Baja,2,10,2017
2015,145,Vega Baja,2,10,1997
2016,145,Vega Baja,2,10,1951
2017,145,Vega Baja,2,10,1930
2018,145,Vega Baja,2,10,1897
2019,145,Vega Baja,2,10,1900
2010,147,Vieques,2,10,289
2011,147,Vieques,2,10,297
2012,147,Vieques,2,10,303
2013,147,Vieques,2,10,311
2014,147,Vieques,2,10,302
2015,147,Vieques,2,10,297
2016,147,Vieques,2,10,297
2017,147,Vieques,2,10,297
2018,147,Vieques,2,10,286
2019,147,Vieques,2,10,269
2010,149,Villalba,2,10,918
2011,149,Villalba,2,10,903
2012,149,Villalba,2,10,882
2013,149,Villalba,2,10,864
2014,149,Villalba,2,10,835
2015,149,Villalba,2,10,834
2016,149,Villalba,2,10,812
2017,149,Villalba,2,10,798
2018,149,Villalba,2,10,768
2019,149,Villalba,2,10,772
2010,151,Yabucoa,2,10,1361
2011,151,Yabucoa,2,10,1343
2012,151,Yabucoa,2,10,1293
2013,151,Yabucoa,2,10,1279
2014,151,Yabucoa,2,10,1218
2015,151,Yabucoa,2,10,1174
2016,151,Yabucoa,2,10,1138
2017,151,Yabucoa,2,10,1082
2018,151,Yabucoa,2,10,1038
2019,151,Yabucoa,2,10,1078
2010,153,Yauco,2,10,1476
2011,153,Yauco,2,10,1530
2012,153,Yauco,2,10,1544
2013,153,Yauco,2,10,1479
2014,153,Yauco,2,10,1421
2015,153,Yauco,2,10,1383
2016,153,Yauco,2,10,1319
2017,153,Yauco,2,10,1240
2018,153,Yauco,2,10,1195
2019,153,Yauco,2,10,1190
2010,001,Adjuntas,0,11,1290
2011,001,Adjuntas,0,11,1306
2012,001,Adjuntas,0,11,1334
2013,001,Adjuntas,0,11,1365
2014,001,Adjuntas,0,11,1376
2015,001,Adjuntas,0,11,1347
2016,001,Adjuntas,0,11,1323
2017,001,Adjuntas,0,11,1315
2018,001,Adjuntas,0,11,1325
2019,001,Adjuntas,0,11,1323
2010,003,Aguada,0,11,3064
2011,003,Aguada,0,11,3085
2012,003,Aguada,0,11,3124
2013,003,Aguada,0,11,3150
2014,003,Aguada,0,11,3142
2015,003,Aguada,0,11,3180
2016,003,Aguada,0,11,3207
2017,003,Aguada,0,11,3151
2018,003,Aguada,0,11,3052
2019,003,Aguada,0,11,2993
2010,005,Aguadilla,0,11,3907
2011,005,Aguadilla,0,11,3864
2012,005,Aguadilla,0,11,3814
2013,005,Aguadilla,0,11,3815
2014,005,Aguadilla,0,11,3812
2015,005,Aguadilla,0,11,3827
2016,005,Aguadilla,0,11,3822
2017,005,Aguadilla,0,11,3813
2018,005,Aguadilla,0,11,3716
2019,005,Aguadilla,0,11,3679
2010,007,Aguas Buenas,0,11,1940
2011,007,Aguas Buenas,0,11,1906
2012,007,Aguas Buenas,0,11,1925
2013,007,Aguas Buenas,0,11,1930
2014,007,Aguas Buenas,0,11,1916
2015,007,Aguas Buenas,0,11,1907
2016,007,Aguas Buenas,0,11,1884
2017,007,Aguas Buenas,0,11,1788
2018,007,Aguas Buenas,0,11,1714
2019,007,Aguas Buenas,0,11,1643
2010,009,Aibonito,0,11,1860
2011,009,Aibonito,0,11,1913
2012,009,Aibonito,0,11,1967
2013,009,Aibonito,0,11,1990
2014,009,Aibonito,0,11,1952
2015,009,Aibonito,0,11,1921
2016,009,Aibonito,0,11,1900
2017,009,Aibonito,0,11,1829
2018,009,Aibonito,0,11,1736
2019,009,Aibonito,0,11,1703
2010,011,Añasco,0,11,1918
2011,011,Añasco,0,11,1864
2012,011,Añasco,0,11,1841
2013,011,Añasco,0,11,1856
2014,011,Añasco,0,11,1901
2015,011,Añasco,0,11,1936
2016,011,Añasco,0,11,1975
2017,011,Añasco,0,11,1978
2018,011,Añasco,0,11,1947
2019,011,Añasco,0,11,1947
2010,013,Arecibo,0,11,5967
2011,013,Arecibo,0,11,6045
2012,013,Arecibo,0,11,6099
2013,013,Arecibo,0,11,6251
2014,013,Arecibo,0,11,6347
2015,013,Arecibo,0,11,6352
2016,013,Arecibo,0,11,6422
2017,013,Arecibo,0,11,6440
2018,013,Arecibo,0,11,6335
2019,013,Arecibo,0,11,6314
2010,015,Arroyo,0,11,1149
2011,015,Arroyo,0,11,1114
2012,015,Arroyo,0,11,1095
2013,015,Arroyo,0,11,1130
2014,015,Arroyo,0,11,1135
2015,015,Arroyo,0,11,1118
2016,015,Arroyo,0,11,1099
2017,015,Arroyo,0,11,1120
2018,015,Arroyo,0,11,1104
2019,015,Arroyo,0,11,1080
2010,017,Barceloneta,0,11,1362
2011,017,Barceloneta,0,11,1359
2012,017,Barceloneta,0,11,1376
2013,017,Barceloneta,0,11,1381
2014,017,Barceloneta,0,11,1424
2015,017,Barceloneta,0,11,1477
2016,017,Barceloneta,0,11,1527
2017,017,Barceloneta,0,11,1559
2018,017,Barceloneta,0,11,1544
2019,017,Barceloneta,0,11,1570
2010,019,Barranquitas,0,11,1990
2011,019,Barranquitas,0,11,2043
2012,019,Barranquitas,0,11,2066
2013,019,Barranquitas,0,11,2114
2014,019,Barranquitas,0,11,2175
2015,019,Barranquitas,0,11,2199
2016,019,Barranquitas,0,11,2187
2017,019,Barranquitas,0,11,2170
2018,019,Barranquitas,0,11,2106
2019,019,Barranquitas,0,11,2059
2010,021,Bayamón,0,11,13548
2011,021,Bayamón,0,11,13637
2012,021,Bayamón,0,11,13676
2013,021,Bayamón,0,11,13811
2014,021,Bayamón,0,11,13911
2015,021,Bayamón,0,11,13839
2016,021,Bayamón,0,11,13665
2017,021,Bayamón,0,11,13210
2018,021,Bayamón,0,11,12634
2019,021,Bayamón,0,11,12249
2010,023,Cabo Rojo,0,11,2887
2011,023,Cabo Rojo,0,11,2889
2012,023,Cabo Rojo,0,11,2952
2013,023,Cabo Rojo,0,11,3023
2014,023,Cabo Rojo,0,11,3123
2015,023,Cabo Rojo,0,11,3229
2016,023,Cabo Rojo,0,11,3382
2017,023,Cabo Rojo,0,11,3503
2018,023,Cabo Rojo,0,11,3537
2019,023,Cabo Rojo,0,11,3564
2010,025,Caguas,0,11,9190
2011,025,Caguas,0,11,9202
2012,025,Caguas,0,11,9206
2013,025,Caguas,0,11,9396
2014,025,Caguas,0,11,9467
2015,025,Caguas,0,11,9431
2016,025,Caguas,0,11,9450
2017,025,Caguas,0,11,9426
2018,025,Caguas,0,11,9146
2019,025,Caguas,0,11,9133
2010,027,Camuy,0,11,2239
2011,027,Camuy,0,11,2271
2012,027,Camuy,0,11,2311
2013,027,Camuy,0,11,2381
2014,027,Camuy,0,11,2381
2015,027,Camuy,0,11,2382
2016,027,Camuy,0,11,2445
2017,027,Camuy,0,11,2440
2018,027,Camuy,0,11,2423
2019,027,Camuy,0,11,2438
2010,029,Canóvanas,0,11,2920
2011,029,Canóvanas,0,11,2946
2012,029,Canóvanas,0,11,2991
2013,029,Canóvanas,0,11,3089
2014,029,Canóvanas,0,11,3193
2015,029,Canóvanas,0,11,3272
2016,029,Canóvanas,0,11,3359
2017,029,Canóvanas,0,11,3345
2018,029,Canóvanas,0,11,3288
2019,029,Canóvanas,0,11,3261
2010,031,Carolina,0,11,10583
2011,031,Carolina,0,11,10739
2012,031,Carolina,0,11,10881
2013,031,Carolina,0,11,11049
2014,031,Carolina,0,11,11257
2015,031,Carolina,0,11,11380
2016,031,Carolina,0,11,11335
2017,031,Carolina,0,11,11297
2018,031,Carolina,0,11,11025
2019,031,Carolina,0,11,10986
2010,033,Cataño,0,11,1955
2011,033,Cataño,0,11,1934
2012,033,Cataño,0,11,1939
2013,033,Cataño,0,11,1932
2014,033,Cataño,0,11,1910
2015,033,Cataño,0,11,1858
2016,033,Cataño,0,11,1779
2017,033,Cataño,0,11,1703
2018,033,Cataño,0,11,1637
2019,033,Cataño,0,11,1574
2010,035,Cayey,0,11,3174
2011,035,Cayey,0,11,3215
2012,035,Cayey,0,11,3266
2013,035,Cayey,0,11,3287
2014,035,Cayey,0,11,3270
2015,035,Cayey,0,11,3220
2016,035,Cayey,0,11,3205
2017,035,Cayey,0,11,3159
2018,035,Cayey,0,11,3050
2019,035,Cayey,0,11,3041
2010,037,Ceiba,0,11,743
2011,037,Ceiba,0,11,735
2012,037,Ceiba,0,11,733
2013,037,Ceiba,0,11,739
2014,037,Ceiba,0,11,777
2015,037,Ceiba,0,11,825
2016,037,Ceiba,0,11,851
2017,037,Ceiba,0,11,839
2018,037,Ceiba,0,11,835
2019,037,Ceiba,0,11,826
2010,039,Ciales,0,11,1404
2011,039,Ciales,0,11,1408
2012,039,Ciales,0,11,1376
2013,039,Ciales,0,11,1336
2014,039,Ciales,0,11,1308
2015,039,Ciales,0,11,1295
2016,039,Ciales,0,11,1274
2017,039,Ciales,0,11,1236
2018,039,Ciales,0,11,1197
2019,039,Ciales,0,11,1164
2010,041,Cidra,0,11,3019
2011,041,Cidra,0,11,3113
2012,041,Cidra,0,11,3134
2013,041,Cidra,0,11,3169
2014,041,Cidra,0,11,3152
2015,041,Cidra,0,11,3149
2016,041,Cidra,0,11,3094
2017,041,Cidra,0,11,2996
2018,041,Cidra,0,11,2878
2019,041,Cidra,0,11,2852
2010,043,Coamo,0,11,2618
2011,043,Coamo,0,11,2606
2012,043,Coamo,0,11,2547
2013,043,Coamo,0,11,2531
2014,043,Coamo,0,11,2505
2015,043,Coamo,0,11,2499
2016,043,Coamo,0,11,2513
2017,043,Coamo,0,11,2515
2018,043,Coamo,0,11,2427
2019,043,Coamo,0,11,2416
2010,045,Comerío,0,11,1400
2011,045,Comerío,0,11,1434
2012,045,Comerío,0,11,1463
2013,045,Comerío,0,11,1501
2014,045,Comerío,0,11,1518
2015,045,Comerío,0,11,1543
2016,045,Comerío,0,11,1530
2017,045,Comerío,0,11,1451
2018,045,Comerío,0,11,1367
2019,045,Comerío,0,11,1310
2010,047,Corozal,0,11,2464
2011,047,Corozal,0,11,2488
2012,047,Corozal,0,11,2500
2013,047,Corozal,0,11,2532
2014,047,Corozal,0,11,2552
2015,047,Corozal,0,11,2572
2016,047,Corozal,0,11,2519
2017,047,Corozal,0,11,2468
2018,047,Corozal,0,11,2353
2019,047,Corozal,0,11,2285
2010,049,Culebra,0,11,124
2011,049,Culebra,0,11,126
2012,049,Culebra,0,11,129
2013,049,Culebra,0,11,140
2014,049,Culebra,0,11,143
2015,049,Culebra,0,11,138
2016,049,Culebra,0,11,132
2017,049,Culebra,0,11,135
2018,049,Culebra,0,11,133
2019,049,Culebra,0,11,137
2010,051,Dorado,0,11,2357
2011,051,Dorado,0,11,2379
2012,051,Dorado,0,11,2345
2013,051,Dorado,0,11,2357
2014,051,Dorado,0,11,2433
2015,051,Dorado,0,11,2496
2016,051,Dorado,0,11,2491
2017,051,Dorado,0,11,2533
2018,051,Dorado,0,11,2537
2019,051,Dorado,0,11,2574
2010,053,Fajardo,0,11,2061
2011,053,Fajardo,0,11,2048
2012,053,Fajardo,0,11,2034
2013,053,Fajardo,0,11,2097
2014,053,Fajardo,0,11,2123
2015,053,Fajardo,0,11,2162
2016,053,Fajardo,0,11,2239
2017,053,Fajardo,0,11,2311
2018,053,Fajardo,0,11,2282
2019,053,Fajardo,0,11,2301
2010,054,Florida,0,11,750
2011,054,Florida,0,11,728
2012,054,Florida,0,11,711
2013,054,Florida,0,11,720
2014,054,Florida,0,11,757
2015,054,Florida,0,11,782
2016,054,Florida,0,11,812
2017,054,Florida,0,11,846
2018,054,Florida,0,11,835
2019,054,Florida,0,11,853
2010,055,Guánica,0,11,1091
2011,055,Guánica,0,11,1063
2012,055,Guánica,0,11,1002
2013,055,Guánica,0,11,996
2014,055,Guánica,0,11,997
2015,055,Guánica,0,11,983
2016,055,Guánica,0,11,942
2017,055,Guánica,0,11,961
2018,055,Guánica,0,11,939
2019,055,Guánica,0,11,926
2010,057,Guayama,0,11,2854
2011,057,Guayama,0,11,2811
2012,057,Guayama,0,11,2816
2013,057,Guayama,0,11,2777
2014,057,Guayama,0,11,2767
2015,057,Guayama,0,11,2743
2016,057,Guayama,0,11,2755
2017,057,Guayama,0,11,2679
2018,057,Guayama,0,11,2624
2019,057,Guayama,0,11,2623
2010,059,Guayanilla,0,11,1439
2011,059,Guayanilla,0,11,1392
2012,059,Guayanilla,0,11,1338
2013,059,Guayanilla,0,11,1298
2014,059,Guayanilla,0,11,1268
2015,059,Guayanilla,0,11,1226
2016,059,Guayanilla,0,11,1253
2017,059,Guayanilla,0,11,1262
2018,059,Guayanilla,0,11,1235
2019,059,Guayanilla,0,11,1223
2010,061,Guaynabo,0,11,7074
2011,061,Guaynabo,0,11,6965
2012,061,Guaynabo,0,11,6944
2013,061,Guaynabo,0,11,6951
2014,061,Guaynabo,0,11,6971
2015,061,Guaynabo,0,11,6906
2016,061,Guaynabo,0,11,6819
2017,061,Guaynabo,0,11,6640
2018,061,Guaynabo,0,11,6394
2019,061,Guaynabo,0,11,6284
2010,063,Gurabo,0,11,2889
2011,063,Gurabo,0,11,2905
2012,063,Gurabo,0,11,2999
2013,063,Gurabo,0,11,3097
2014,063,Gurabo,0,11,3111
2015,063,Gurabo,0,11,3137
2016,063,Gurabo,0,11,3194
2017,063,Gurabo,0,11,3191
2018,063,Gurabo,0,11,3163
2019,063,Gurabo,0,11,3212
2010,065,Hatillo,0,11,2585
2011,065,Hatillo,0,11,2669
2012,065,Hatillo,0,11,2715
2013,065,Hatillo,0,11,2774
2014,065,Hatillo,0,11,2851
2015,065,Hatillo,0,11,2869
2016,065,Hatillo,0,11,2884
2017,065,Hatillo,0,11,2920
2018,065,Hatillo,0,11,2867
2019,065,Hatillo,0,11,2919
2010,067,Hormigueros,0,11,1036
2011,067,Hormigueros,0,11,1026
2012,067,Hormigueros,0,11,1017
2013,067,Hormigueros,0,11,1022
2014,067,Hormigueros,0,11,1031
2015,067,Hormigueros,0,11,1023
2016,067,Hormigueros,0,11,1059
2017,067,Hormigueros,0,11,1075
2018,067,Hormigueros,0,11,1059
2019,067,Hormigueros,0,11,1083
2010,069,Humacao,0,11,3786
2011,069,Humacao,0,11,3753
2012,069,Humacao,0,11,3724
2013,069,Humacao,0,11,3714
2014,069,Humacao,0,11,3737
2015,069,Humacao,0,11,3747
2016,069,Humacao,0,11,3707
2017,069,Humacao,0,11,3675
2018,069,Humacao,0,11,3603
2019,069,Humacao,0,11,3583
2010,071,Isabela,0,11,2958
2011,071,Isabela,0,11,2998
2012,071,Isabela,0,11,3025
2013,071,Isabela,0,11,3087
2014,071,Isabela,0,11,3162
2015,071,Isabela,0,11,3191
2016,071,Isabela,0,11,3189
2017,071,Isabela,0,11,3172
2018,071,Isabela,0,11,3108
2019,071,Isabela,0,11,3117
2010,073,Jayuya,0,11,1034
2011,073,Jayuya,0,11,1020
2012,073,Jayuya,0,11,1014
2013,073,Jayuya,0,11,1015
2014,073,Jayuya,0,11,1024
2015,073,Jayuya,0,11,1025
2016,073,Jayuya,0,11,1022
2017,073,Jayuya,0,11,1036
2018,073,Jayuya,0,11,1013
2019,073,Jayuya,0,11,998
2010,075,Juana Díaz,0,11,3186
2011,075,Juana Díaz,0,11,3236
2012,075,Juana Díaz,0,11,3274
2013,075,Juana Díaz,0,11,3304
2014,075,Juana Díaz,0,11,3333
2015,075,Juana Díaz,0,11,3309
2016,075,Juana Díaz,0,11,3307
2017,075,Juana Díaz,0,11,3302
2018,075,Juana Díaz,0,11,3238
2019,075,Juana Díaz,0,11,3219
2010,077,Juncos,0,11,2390
2011,077,Juncos,0,11,2387
2012,077,Juncos,0,11,2370
2013,077,Juncos,0,11,2395
2014,077,Juncos,0,11,2464
2015,077,Juncos,0,11,2479
2016,077,Juncos,0,11,2501
2017,077,Juncos,0,11,2533
2018,077,Juncos,0,11,2533
2019,077,Juncos,0,11,2568
2010,079,Lajas,0,11,1685
2011,079,Lajas,0,11,1613
2012,079,Lajas,0,11,1574
2013,079,Lajas,0,11,1587
2014,079,Lajas,0,11,1562
2015,079,Lajas,0,11,1545
2016,079,Lajas,0,11,1583
2017,079,Lajas,0,11,1602
2018,079,Lajas,0,11,1585
2019,079,Lajas,0,11,1632
2010,081,Lares,0,11,2054
2011,081,Lares,0,11,2083
2012,081,Lares,0,11,2065
2013,081,Lares,0,11,2045
2014,081,Lares,0,11,2043
2015,081,Lares,0,11,2050
2016,081,Lares,0,11,2059
2017,081,Lares,0,11,2066
2018,081,Lares,0,11,2038
2019,081,Lares,0,11,2013
2010,083,Las Marías,0,11,668
2011,083,Las Marías,0,11,674
2012,083,Las Marías,0,11,656
2013,083,Las Marías,0,11,655
2014,083,Las Marías,0,11,658
2015,083,Las Marías,0,11,635
2016,083,Las Marías,0,11,627
2017,083,Las Marías,0,11,634
2018,083,Las Marías,0,11,594
2019,083,Las Marías,0,11,572
2010,085,Las Piedras,0,11,2449
2011,085,Las Piedras,0,11,2384
2012,085,Las Piedras,0,11,2329
2013,085,Las Piedras,0,11,2305
2014,085,Las Piedras,0,11,2341
2015,085,Las Piedras,0,11,2324
2016,085,Las Piedras,0,11,2334
2017,085,Las Piedras,0,11,2361
2018,085,Las Piedras,0,11,2336
2019,085,Las Piedras,0,11,2364
2010,087,Loíza,0,11,2062
2011,087,Loíza,0,11,2036
2012,087,Loíza,0,11,2004
2013,087,Loíza,0,11,1972
2014,087,Loíza,0,11,1962
2015,087,Loíza,0,11,1931
2016,087,Loíza,0,11,1872
2017,087,Loíza,0,11,1806
2018,087,Loíza,0,11,1708
2019,087,Loíza,0,11,1640
2010,089,Luquillo,0,11,1280
2011,089,Luquillo,0,11,1292
2012,089,Luquillo,0,11,1243
2013,089,Luquillo,0,11,1220
2014,089,Luquillo,0,11,1214
2015,089,Luquillo,0,11,1200
2016,089,Luquillo,0,11,1224
2017,089,Luquillo,0,11,1238
2018,089,Luquillo,0,11,1235
2019,089,Luquillo,0,11,1246
2010,091,Manatí,0,11,2904
2011,091,Manatí,0,11,2871
2012,091,Manatí,0,11,2854
2013,091,Manatí,0,11,2878
2014,091,Manatí,0,11,2874
2015,091,Manatí,0,11,2851
2016,091,Manatí,0,11,2867
2017,091,Manatí,0,11,2824
2018,091,Manatí,0,11,2745
2019,091,Manatí,0,11,2718
2010,093,Maricao,0,11,430
2011,093,Maricao,0,11,417
2012,093,Maricao,0,11,405
2013,093,Maricao,0,11,407
2014,093,Maricao,0,11,401
2015,093,Maricao,0,11,381
2016,093,Maricao,0,11,369
2017,093,Maricao,0,11,348
2018,093,Maricao,0,11,325
2019,093,Maricao,0,11,306
2010,095,Maunabo,0,11,787
2011,095,Maunabo,0,11,774
2012,095,Maunabo,0,11,787
2013,095,Maunabo,0,11,814
2014,095,Maunabo,0,11,828
2015,095,Maunabo,0,11,841
2016,095,Maunabo,0,11,859
2017,095,Maunabo,0,11,857
2018,095,Maunabo,0,11,812
2019,095,Maunabo,0,11,791
2010,097,Mayagüez,0,11,5435
2011,097,Mayagüez,0,11,5381
2012,097,Mayagüez,0,11,5218
2013,097,Mayagüez,0,11,5099
2014,097,Mayagüez,0,11,5053
2015,097,Mayagüez,0,11,4984
2016,097,Mayagüez,0,11,4885
2017,097,Mayagüez,0,11,4834
2018,097,Mayagüez,0,11,4637
2019,097,Mayagüez,0,11,4586
2010,099,Moca,0,11,2618
2011,099,Moca,0,11,2689
2012,099,Moca,0,11,2718
2013,099,Moca,0,11,2722
2014,099,Moca,0,11,2732
2015,099,Moca,0,11,2791
2016,099,Moca,0,11,2811
2017,099,Moca,0,11,2821
2018,099,Moca,0,11,2774
2019,099,Moca,0,11,2739
2010,101,Morovis,0,11,2105
2011,101,Morovis,0,11,2140
2012,101,Morovis,0,11,2165
2013,101,Morovis,0,11,2149
2014,101,Morovis,0,11,2168
2015,101,Morovis,0,11,2203
2016,101,Morovis,0,11,2189
2017,101,Morovis,0,11,2163
2018,101,Morovis,0,11,2119
2019,101,Morovis,0,11,2064
2010,103,Naguabo,0,11,1491
2011,103,Naguabo,0,11,1468
2012,103,Naguabo,0,11,1470
2013,103,Naguabo,0,11,1486
2014,103,Naguabo,0,11,1468
2015,103,Naguabo,0,11,1483
2016,103,Naguabo,0,11,1487
2017,103,Naguabo,0,11,1478
2018,103,Naguabo,0,11,1469
2019,103,Naguabo,0,11,1514
2010,105,Naranjito,0,11,2093
2011,105,Naranjito,0,11,2129
2012,105,Naranjito,0,11,2163
2013,105,Naranjito,0,11,2186
2014,105,Naranjito,0,11,2174
2015,105,Naranjito,0,11,2162
2016,105,Naranjito,0,11,2145
2017,105,Naranjito,0,11,2076
2018,105,Naranjito,0,11,1986
2019,105,Naranjito,0,11,1979
2010,107,Orocovis,0,11,1595
2011,107,Orocovis,0,11,1619
2012,107,Orocovis,0,11,1638
2013,107,Orocovis,0,11,1655
2014,107,Orocovis,0,11,1648
2015,107,Orocovis,0,11,1631
2016,107,Orocovis,0,11,1622
2017,107,Orocovis,0,11,1611
