year,fips3,municipio,sex,agegrp,population
2002,97,Mayagüez,0,4,8490
2003,97,Mayagüez,0,4,8320
2004,97,Mayagüez,0,4,8239
2005,97,Mayagüez,0,4,8222
2006,97,Mayagüez,0,4,8143
2007,97,Mayagüez,0,4,8051
2008,97,Mayagüez,0,4,8008
2009,97,Mayagüez,0,4,7905
2000,97,Mayagüez,0,5,10853
2001,97,Mayagüez,0,5,11010
2002,97,Mayagüez,0,5,11080
2003,97,Mayagüez,0,5,11072
2004,97,Mayagüez,0,5,10946
2005,97,Mayagüez,0,5,10715
2006,97,Mayagüez,0,5,10464
2007,97,Mayagüez,0,5,10229
2008,97,Mayagüez,0,5,10034
2009,97,Mayagüez,0,5,9953
2000,97,Mayagüez,0,6,6258
2001,97,Mayagüez,0,6,6138
2002,97,Mayagüez,0,6,6102
2003,97,Mayagüez,0,6,6105
2004,97,Mayagüez,0,6,6118
2005,97,Mayagüez,0,6,6125
2006,97,Mayagüez,0,6,6066
2007,97,Mayagüez,0,6,5956
2008,97,Mayagüez,0,6,5803
2009,97,Mayagüez,0,6,5605
2000,97,Mayagüez,0,7,5667
2001,97,Mayagüez,0,7,5547
2002,97,Mayagüez,0,7,5463
2003,97,Mayagüez,0,7,5380
2004,97,Mayagüez,0,7,5292
2005,97,Mayagüez,0,7,5189
2006,97,Mayagüez,0,7,5068
2007,97,Mayagüez,0,7,4999
2008,97,Mayagüez,0,7,4975
2009,97,Mayagüez,0,7,4966
2000,97,Mayagüez,0,8,5707
2001,97,Mayagüez,0,8,5643
2002,97,Mayagüez,0,8,5541
2003,97,Mayagüez,0,8,5386
2004,97,Mayagüez,0,8,5229
2005,97,Mayagüez,0,8,5092
2006,97,Mayagüez,0,8,4963
2007,97,Mayagüez,0,8,4863
2008,97,Mayagüez,0,8,4751
2009,97,Mayagüez,0,8,4645
2000,97,Mayagüez,0,9,5900
2001,97,Mayagüez,0,9,5824
2002,97,Mayagüez,0,9,5717
2003,97,Mayagüez,0,9,5645
2004,97,Mayagüez,0,9,5578
2005,97,Mayagüez,0,9,5473
2006,97,Mayagüez,0,9,5356
2007,97,Mayagüez,0,9,5188
2008,97,Mayagüez,0,9,4977
2009,97,Mayagüez,0,9,4760
2000,97,Mayagüez,0,10,5925
2001,97,Mayagüez,0,10,5852
2002,97,Mayagüez,0,10,5808
2003,97,Mayagüez,0,10,5742
2004,97,Mayagüez,0,10,5666
2005,97,Mayagüez,0,10,5584
2006,97,Mayagüez,0,10,5481
2007,97,Mayagüez,0,10,5356
2008,97,Mayagüez,0,10,5256
2009,97,Mayagüez,0,10,5176
2000,97,Mayagüez,0,11,6192
2001,97,Mayagüez,0,11,6094
2002,97,Mayagüez,0,11,5951
2003,97,Mayagüez,0,11,5827
2004,97,Mayagüez,0,11,5737
2005,97,Mayagüez,0,11,5655
2006,97,Mayagüez,0,11,5613
2007,97,Mayagüez,0,11,5587
2008,97,Mayagüez,0,11,5543
2009,97,Mayagüez,0,11,5481
2000,97,Mayagüez,0,12,5484
2001,97,Mayagüez,0,12,5630
2002,97,Mayagüez,0,12,5752
2003,97,Mayagüez,0,12,5828
2004,97,Mayagüez,0,12,5868
2005,97,Mayagüez,0,12,5896
2006,97,Mayagüez,0,12,5794
2007,97,Mayagüez,0,12,5652
2008,97,Mayagüez,0,12,5533
2009,97,Mayagüez,0,12,5448
2000,97,Mayagüez,0,13,4677
2001,97,Mayagüez,0,13,4687
2002,97,Mayagüez,0,13,4749
2003,97,Mayagüez,0,13,4832
2004,97,Mayagüez,0,13,4914
2005,97,Mayagüez,0,13,5010
2006,97,Mayagüez,0,13,5183
2007,97,Mayagüez,0,13,5335
2008,97,Mayagüez,0,13,5445
2009,97,Mayagüez,0,13,5524
2000,97,Mayagüez,0,14,4257
2001,97,Mayagüez,0,14,4302
2002,97,Mayagüez,0,14,4337
2003,97,Mayagüez,0,14,4394
2004,97,Mayagüez,0,14,4465
2005,97,Mayagüez,0,14,4488
2006,97,Mayagüez,0,14,4510
2007,97,Mayagüez,0,14,4575
2008,97,Mayagüez,0,14,4661
2009,97,Mayagüez,0,14,4747
2000,97,Mayagüez,0,15,3250
2001,97,Mayagüez,0,15,3290
2002,97,Mayagüez,0,15,3335
2003,97,Mayagüez,0,15,3372
2004,97,Mayagüez,0,15,3406
2005,97,Mayagüez,0,15,3525
2006,97,Mayagüez,0,15,3580
2007,97,Mayagüez,0,15,3626
2008,97,Mayagüez,0,15,3690
2009,97,Mayagüez,0,15,3763
2000,97,Mayagüez,0,16,2635
2001,97,Mayagüez,0,16,2694
2002,97,Mayagüez,0,16,2746
2003,97,Mayagüez,0,16,2803
2004,97,Mayagüez,0,16,2854
2005,97,Mayagüez,0,16,2861
2006,97,Mayagüez,0,16,2928
2007,97,Mayagüez,0,16,2997
2008,97,Mayagüez,0,16,3064
2009,97,Mayagüez,0,16,3119
2000,97,Mayagüez,0,17,1712
2001,97,Mayagüez,0,17,1756
2002,97,Mayagüez,0,17,1809
2003,97,Mayagüez,0,17,1858
2004,97,Mayagüez,0,17,1899
2005,97,Mayagüez,0,17,1932
2006,97,Mayagüez,0,17,1954
2007,97,Mayagüez,0,17,1974
2008,97,Mayagüez,0,17,1993
2009,97,Mayagüez,0,17,2018
2000,97,Mayagüez,0,18,1541
2001,97,Mayagüez,0,18,1554
2002,97,Mayagüez,0,18,1562
2003,97,Mayagüez,0,18,1585
2004,97,Mayagüez,0,18,1619
2005,97,Mayagüez,0,18,1660
2006,97,Mayagüez,0,18,1702
2007,97,Mayagüez,0,18,1748
2008,97,Mayagüez,0,18,1797
2009,97,Mayagüez,0,18,1856
2000,97,Mayagüez,1,0,47090
2001,97,Mayagüez,1,0,46872
2002,97,Mayagüez,1,0,46600
2003,97,Mayagüez,1,0,46277
2004,97,Mayagüez,1,0,45917
2005,97,Mayagüez,1,0,45466
2006,97,Mayagüez,1,0,44898
2007,97,Mayagüez,1,0,44277
2008,97,Mayagüez,1,0,43708
2009,97,Mayagüez,1,0,43162
2000,97,Mayagüez,1,1,3145
2001,97,Mayagüez,1,1,3096
2002,97,Mayagüez,1,1,3027
2003,97,Mayagüez,1,1,2943
2004,97,Mayagüez,1,1,2865
2005,97,Mayagüez,1,1,2785
2006,97,Mayagüez,1,1,2685
2007,97,Mayagüez,1,1,2601
2008,97,Mayagüez,1,1,2535
2009,97,Mayagüez,1,1,2472
2000,97,Mayagüez,1,2,3330
2001,97,Mayagüez,1,2,3272
2002,97,Mayagüez,1,2,3214
2003,97,Mayagüez,1,2,3144
2004,97,Mayagüez,1,2,3061
2005,97,Mayagüez,1,2,2962
2006,97,Mayagüez,1,2,2861
2007,97,Mayagüez,1,2,2735
2008,97,Mayagüez,1,2,2598
2009,97,Mayagüez,1,2,2468
2000,97,Mayagüez,1,3,3415
2001,97,Mayagüez,1,3,3377
2002,97,Mayagüez,1,3,3321
2003,97,Mayagüez,1,3,3266
2004,97,Mayagüez,1,3,3197
2005,97,Mayagüez,1,3,3102
2006,97,Mayagüez,1,3,3015
2007,97,Mayagüez,1,3,2928
2008,97,Mayagüez,1,3,2830
2009,97,Mayagüez,1,3,2723
2000,97,Mayagüez,1,4,4581
2001,97,Mayagüez,1,4,4503
2002,97,Mayagüez,1,4,4408
2003,97,Mayagüez,1,4,4306
2004,97,Mayagüez,1,4,4254
2005,97,Mayagüez,1,4,4235
2006,97,Mayagüez,1,4,4190
2007,97,Mayagüez,1,4,4135
2008,97,Mayagüez,1,4,4112
2009,97,Mayagüez,1,4,4055
2000,97,Mayagüez,1,5,5688
2001,97,Mayagüez,1,5,5781
2002,97,Mayagüez,1,5,5836
2003,97,Mayagüez,1,5,5860
2004,97,Mayagüez,1,5,5808
2005,97,Mayagüez,1,5,5697
2006,97,Mayagüez,1,5,5565
2007,97,Mayagüez,1,5,5430
2008,97,Mayagüez,1,5,5311
2009,97,Mayagüez,1,5,5265
2000,97,Mayagüez,1,6,3171
2001,97,Mayagüez,1,6,3110
2002,97,Mayagüez,1,6,3093
2003,97,Mayagüez,1,6,3097
2004,97,Mayagüez,1,6,3112
2005,97,Mayagüez,1,6,3124
2006,97,Mayagüez,1,6,3103
2007,97,Mayagüez,1,6,3060
2008,97,Mayagüez,1,6,3001
2009,97,Mayagüez,1,6,2911
2000,97,Mayagüez,1,7,2766
2001,97,Mayagüez,1,7,2719
2002,97,Mayagüez,1,7,2691
2003,97,Mayagüez,1,7,2660
2004,97,Mayagüez,1,7,2623
2005,97,Mayagüez,1,7,2575
2006,97,Mayagüez,1,7,2517
2007,97,Mayagüez,1,7,2484
2008,97,Mayagüez,1,7,2472
2009,97,Mayagüez,1,7,2476
2000,97,Mayagüez,1,8,2685
2001,97,Mayagüez,1,8,2661
2002,97,Mayagüez,1,8,2624
2003,97,Mayagüez,1,8,2564
2004,97,Mayagüez,1,8,2504
2005,97,Mayagüez,1,8,2452
2006,97,Mayagüez,1,8,2406
2007,97,Mayagüez,1,8,2373
2008,97,Mayagüez,1,8,2332
2009,97,Mayagüez,1,8,2286
2000,97,Mayagüez,1,9,2737
2001,97,Mayagüez,1,9,2705
2002,97,Mayagüez,1,9,2655
2003,97,Mayagüez,1,9,2619
2004,97,Mayagüez,1,9,2593
2005,97,Mayagüez,1,9,2550
2006,97,Mayagüez,1,9,2499
2007,97,Mayagüez,1,9,2426
2008,97,Mayagüez,1,9,2335
2009,97,Mayagüez,1,9,2244
2000,97,Mayagüez,1,10,2671
2001,97,Mayagüez,1,10,2632
2002,97,Mayagüez,1,10,2616
2003,97,Mayagüez,1,10,2593
2004,97,Mayagüez,1,10,2561
2005,97,Mayagüez,1,10,2529
2006,97,Mayagüez,1,10,2488
2007,97,Mayagüez,1,10,2438
2008,97,Mayagüez,1,10,2397
2009,97,Mayagüez,1,10,2372
2000,97,Mayagüez,1,11,2734
2001,97,Mayagüez,1,11,2709
2002,97,Mayagüez,1,11,2655
2003,97,Mayagüez,1,11,2612
2004,97,Mayagüez,1,11,2587
2005,97,Mayagüez,1,11,2565
2006,97,Mayagüez,1,11,2559
2007,97,Mayagüez,1,11,2565
2008,97,Mayagüez,1,11,2566
2009,97,Mayagüez,1,11,2556
2000,97,Mayagüez,1,12,2441
2001,97,Mayagüez,1,12,2507
2002,97,Mayagüez,1,12,2565
2003,97,Mayagüez,1,12,2601
2004,97,Mayagüez,1,12,2618
2005,97,Mayagüez,1,12,2631
2006,97,Mayagüez,1,12,2590
2007,97,Mayagüez,1,12,2524
2008,97,Mayagüez,1,12,2470
2009,97,Mayagüez,1,12,2436
2000,97,Mayagüez,1,13,2081
2001,97,Mayagüez,1,13,2081
2002,97,Mayagüez,1,13,2102
2003,97,Mayagüez,1,13,2136
2004,97,Mayagüez,1,13,2173
2005,97,Mayagüez,1,13,2220
2006,97,Mayagüez,1,13,2298
2007,97,Mayagüez,1,13,2367
2008,97,Mayagüez,1,13,2416
2009,97,Mayagüez,1,13,2448
2000,97,Mayagüez,1,14,1862
2001,97,Mayagüez,1,14,1889
2002,97,Mayagüez,1,14,1913
2003,97,Mayagüez,1,14,1939
2004,97,Mayagüez,1,14,1974
2005,97,Mayagüez,1,14,1978
2006,97,Mayagüez,1,14,1982
2007,97,Mayagüez,1,14,2003
2008,97,Mayagüez,1,14,2037
2009,97,Mayagüez,1,14,2075
2000,97,Mayagüez,1,15,1404
2001,97,Mayagüez,1,15,1421
2002,97,Mayagüez,1,15,1438
2003,97,Mayagüez,1,15,1456
2004,97,Mayagüez,1,15,1471
2005,97,Mayagüez,1,15,1521
2006,97,Mayagüez,1,15,1554
2007,97,Mayagüez,1,15,1579
2008,97,Mayagüez,1,15,1612
2009,97,Mayagüez,1,15,1645
2000,97,Mayagüez,1,16,1070
2001,97,Mayagüez,1,16,1093
2002,97,Mayagüez,1,16,1117
2003,97,Mayagüez,1,16,1146
2004,97,Mayagüez,1,16,1170
2005,97,Mayagüez,1,16,1182
2006,97,Mayagüez,1,16,1220
2007,97,Mayagüez,1,16,1251
2008,97,Mayagüez,1,16,1291
2009,97,Mayagüez,1,16,1318
2000,97,Mayagüez,1,17,710
2001,97,Mayagüez,1,17,721
2002,97,Mayagüez,1,17,737
2003,97,Mayagüez,1,17,749
2004,97,Mayagüez,1,17,755
2005,97,Mayagüez,1,17,760
2006,97,Mayagüez,1,17,761
2007,97,Mayagüez,1,17,764
2008,97,Mayagüez,1,17,770
2009,97,Mayagüez,1,17,778
2000,97,Mayagüez,1,18,599
2001,97,Mayagüez,1,18,595
2002,97,Mayagüez,1,18,588
2003,97,Mayagüez,1,18,586
2004,97,Mayagüez,1,18,591
2005,97,Mayagüez,1,18,598
2006,97,Mayagüez,1,18,605
2007,97,Mayagüez,1,18,614
2008,97,Mayagüez,1,18,623
2009,97,Mayagüez,1,18,634
2000,97,Mayagüez,2,0,51239
2001,97,Mayagüez,2,0,50973
2002,97,Mayagüez,2,0,50623
2003,97,Mayagüez,2,0,50234
2004,97,Mayagüez,2,0,49818
2005,97,Mayagüez,2,0,49325
2006,97,Mayagüez,2,0,48702
2007,97,Mayagüez,2,0,48062
2008,97,Mayagüez,2,0,47406
2009,97,Mayagüez,2,0,46783
2000,97,Mayagüez,2,1,3135
2001,97,Mayagüez,2,1,3069
2002,97,Mayagüez,2,1,2982
2003,97,Mayagüez,2,1,2877
2004,97,Mayagüez,2,1,2776
2005,97,Mayagüez,2,1,2668
2006,97,Mayagüez,2,1,2548
2007,97,Mayagüez,2,1,2441
2008,97,Mayagüez,2,1,2348
2009,97,Mayagüez,2,1,2263
2000,97,Mayagüez,2,2,3124
2001,97,Mayagüez,2,2,3083
2002,97,Mayagüez,2,2,3033
2003,97,Mayagüez,2,2,2967
2004,97,Mayagüez,2,2,2895
2005,97,Mayagüez,2,2,2820
2006,97,Mayagüez,2,2,2729
2007,97,Mayagüez,2,2,2620
2008,97,Mayagüez,2,2,2491
2009,97,Mayagüez,2,2,2372
2000,97,Mayagüez,2,3,3285
2001,97,Mayagüez,2,3,3251
2002,97,Mayagüez,2,3,3204
2003,97,Mayagüez,2,3,3165
2004,97,Mayagüez,2,3,3111
2005,97,Mayagüez,2,3,3027
2006,97,Mayagüez,2,3,2957
2007,97,Mayagüez,2,3,2878
2008,97,Mayagüez,2,3,2782
2009,97,Mayagüez,2,3,2681
2000,97,Mayagüez,2,4,4256
2001,97,Mayagüez,2,4,4173
2002,97,Mayagüez,2,4,4082
2003,97,Mayagüez,2,4,4014
2004,97,Mayagüez,2,4,3985
2005,97,Mayagüez,2,4,3987
2006,97,Mayagüez,2,4,3953
2007,97,Mayagüez,2,4,3916
2008,97,Mayagüez,2,4,3896
2009,97,Mayagüez,2,4,3850
2000,97,Mayagüez,2,5,5165
2001,97,Mayagüez,2,5,5229
2002,97,Mayagüez,2,5,5244
2003,97,Mayagüez,2,5,5212
2004,97,Mayagüez,2,5,5138
2005,97,Mayagüez,2,5,5018
2006,97,Mayagüez,2,5,4899
2007,97,Mayagüez,2,5,4799
2008,97,Mayagüez,2,5,4723
2009,97,Mayagüez,2,5,4688
2000,97,Mayagüez,2,6,3087
2001,97,Mayagüez,2,6,3028
2002,97,Mayagüez,2,6,3009
2003,97,Mayagüez,2,6,3008
2004,97,Mayagüez,2,6,3006
2005,97,Mayagüez,2,6,3001
2006,97,Mayagüez,2,6,2963
2007,97,Mayagüez,2,6,2896
2008,97,Mayagüez,2,6,2802
2009,97,Mayagüez,2,6,2694
2000,97,Mayagüez,2,7,2901
2001,97,Mayagüez,2,7,2828
2002,97,Mayagüez,2,7,2772
2003,97,Mayagüez,2,7,2720
2004,97,Mayagüez,2,7,2669
2005,97,Mayagüez,2,7,2614
2006,97,Mayagüez,2,7,2551
2007,97,Mayagüez,2,7,2515
2008,97,Mayagüez,2,7,2503
2009,97,Mayagüez,2,7,2490
2000,97,Mayagüez,2,8,3022
2001,97,Mayagüez,2,8,2982
2002,97,Mayagüez,2,8,2917
2003,97,Mayagüez,2,8,2822
2004,97,Mayagüez,2,8,2725
2005,97,Mayagüez,2,8,2640
2006,97,Mayagüez,2,8,2557
2007,97,Mayagüez,2,8,2490
2008,97,Mayagüez,2,8,2419
2009,97,Mayagüez,2,8,2359
2000,97,Mayagüez,2,9,3163
2001,97,Mayagüez,2,9,3119
2002,97,Mayagüez,2,9,3062
2003,97,Mayagüez,2,9,3026
2004,97,Mayagüez,2,9,2985
2005,97,Mayagüez,2,9,2923
2006,97,Mayagüez,2,9,2857
2007,97,Mayagüez,2,9,2762
2008,97,Mayagüez,2,9,2642
2009,97,Mayagüez,2,9,2516
2000,97,Mayagüez,2,10,3254
2001,97,Mayagüez,2,10,3220
2002,97,Mayagüez,2,10,3192
2003,97,Mayagüez,2,10,3149
2004,97,Mayagüez,2,10,3105
2005,97,Mayagüez,2,10,3055
2006,97,Mayagüez,2,10,2993
2007,97,Mayagüez,2,10,2918
2008,97,Mayagüez,2,10,2859
2009,97,Mayagüez,2,10,2804
2000,97,Mayagüez,2,11,3458
2001,97,Mayagüez,2,11,3385
2002,97,Mayagüez,2,11,3296
2003,97,Mayagüez,2,11,3215
2004,97,Mayagüez,2,11,3150
2005,97,Mayagüez,2,11,3090
2006,97,Mayagüez,2,11,3054
2007,97,Mayagüez,2,11,3022
2008,97,Mayagüez,2,11,2977
2009,97,Mayagüez,2,11,2925
2000,97,Mayagüez,2,12,3043
2001,97,Mayagüez,2,12,3123
2002,97,Mayagüez,2,12,3187
2003,97,Mayagüez,2,12,3227
2004,97,Mayagüez,2,12,3250
2005,97,Mayagüez,2,12,3265
2006,97,Mayagüez,2,12,3204
2007,97,Mayagüez,2,12,3128
2008,97,Mayagüez,2,12,3063
2009,97,Mayagüez,2,12,3012
2000,97,Mayagüez,2,13,2596
2001,97,Mayagüez,2,13,2606
2002,97,Mayagüez,2,13,2647
2003,97,Mayagüez,2,13,2696
2004,97,Mayagüez,2,13,2741
2005,97,Mayagüez,2,13,2790
2006,97,Mayagüez,2,13,2885
2007,97,Mayagüez,2,13,2968
2008,97,Mayagüez,2,13,3029
2009,97,Mayagüez,2,13,3076
2000,97,Mayagüez,2,14,2395
2001,97,Mayagüez,2,14,2413
2002,97,Mayagüez,2,14,2424
2003,97,Mayagüez,2,14,2455
2004,97,Mayagüez,2,14,2491
2005,97,Mayagüez,2,14,2510
2006,97,Mayagüez,2,14,2528
2007,97,Mayagüez,2,14,2572
2008,97,Mayagüez,2,14,2624
2009,97,Mayagüez,2,14,2672
2000,97,Mayagüez,2,15,1846
2001,97,Mayagüez,2,15,1869
2002,97,Mayagüez,2,15,1897
2003,97,Mayagüez,2,15,1916
2004,97,Mayagüez,2,15,1935
2005,97,Mayagüez,2,15,2004
2006,97,Mayagüez,2,15,2026
2007,97,Mayagüez,2,15,2047
2008,97,Mayagüez,2,15,2078
2009,97,Mayagüez,2,15,2118
2000,97,Mayagüez,2,16,1565
2001,97,Mayagüez,2,16,1601
2002,97,Mayagüez,2,16,1629
2003,97,Mayagüez,2,16,1657
2004,97,Mayagüez,2,16,1684
2005,97,Mayagüez,2,16,1679
2006,97,Mayagüez,2,16,1708
2007,97,Mayagüez,2,16,1746
2008,97,Mayagüez,2,16,1773
2009,97,Mayagüez,2,16,1801
2000,97,Mayagüez,2,17,1002
2001,97,Mayagüez,2,17,1035
2002,97,Mayagüez,2,17,1072
2003,97,Mayagüez,2,17,1109
2004,97,Mayagüez,2,17,1144
2005,97,Mayagüez,2,17,1172
2006,97,Mayagüez,2,17,1193
2007,97,Mayagüez,2,17,1210
2008,97,Mayagüez,2,17,1223
2009,97,Mayagüez,2,17,1240
2000,97,Mayagüez,2,18,942
2001,97,Mayagüez,2,18,959
2002,97,Mayagüez,2,18,974
2003,97,Mayagüez,2,18,999
2004,97,Mayagüez,2,18,1028
2005,97,Mayagüez,2,18,1062
2006,97,Mayagüez,2,18,1097
2007,97,Mayagüez,2,18,1134
2008,97,Mayagüez,2,18,1174
2009,97,Mayagüez,2,18,1222
2000,99,Moca,0,0,39757
2001,99,Moca,0,0,39984
2002,99,Moca,0,0,40179
2003,99,Moca,0,0,40331
2004,99,Moca,0,0,40469
2005,99,Moca,0,0,40559
2006,99,Moca,0,0,40511
2007,99,Moca,0,0,40384
2008,99,Moca,0,0,40277
2009,99,Moca,0,0,40179
2000,99,Moca,0,1,3408
2001,99,Moca,0,1,3353
2002,99,Moca,0,1,3273
2003,99,Moca,0,1,3176
2004,99,Moca,0,1,3085
2005,99,Moca,0,1,2991
2006,99,Moca,0,1,2877
2007,99,Moca,0,1,2778
2008,99,Moca,0,1,2700
2009,99,Moca,0,1,2626
2000,99,Moca,0,2,3244
2001,99,Moca,0,2,3243
2002,99,Moca,0,2,3241
2003,99,Moca,0,2,3225
2004,99,Moca,0,2,3198
2005,99,Moca,0,2,3164
2006,99,Moca,0,2,3119
2007,99,Moca,0,2,3047
2008,99,Moca,0,2,2958
2009,99,Moca,0,2,2877
2000,99,Moca,0,3,3336
2001,99,Moca,0,3,3351
2002,99,Moca,0,3,3358
2003,99,Moca,0,3,3371
2004,99,Moca,0,3,3369
2005,99,Moca,0,3,3333
2006,99,Moca,0,3,3313
2007,99,Moca,0,3,3286
2008,99,Moca,0,3,3241
2009,99,Moca,0,3,3187
2000,99,Moca,0,4,3401
2001,99,Moca,0,4,3330
2002,99,Moca,0,4,3260
2003,99,Moca,0,4,3200
2004,99,Moca,0,4,3172
2005,99,Moca,0,4,3172
2006,99,Moca,0,4,3143
2007,99,Moca,0,4,3090
2008,99,Moca,0,4,3050
2009,99,Moca,0,4,2999
2000,99,Moca,0,5,3366
2001,99,Moca,0,5,3393
2002,99,Moca,0,5,3392
2003,99,Moca,0,5,3369
2004,99,Moca,0,5,3310
2005,99,Moca,0,5,3217
2006,99,Moca,0,5,3114
2007,99,Moca,0,5,3007
2008,99,Moca,0,5,2918
2009,99,Moca,0,5,2864
2000,99,Moca,0,6,2992
2001,99,Moca,0,6,2956
2002,99,Moca,0,6,2951
2003,99,Moca,0,6,2974
2004,99,Moca,0,6,3000
2005,99,Moca,0,6,3028
2006,99,Moca,0,6,3020
2007,99,Moca,0,6,2985
2008,99,Moca,0,6,2932
2009,99,Moca,0,6,2853
2000,99,Moca,0,7,2950
2001,99,Moca,0,7,2922
2002,99,Moca,0,7,2908
2003,99,Moca,0,7,2895
2004,99,Moca,0,7,2881
2005,99,Moca,0,7,2855
2006,99,Moca,0,7,2821
2007,99,Moca,0,7,2815
2008,99,Moca,0,7,2837
2009,99,Moca,0,7,2866
2000,99,Moca,0,8,2887
2001,99,Moca,0,8,2894
2002,99,Moca,0,8,2875
2003,99,Moca,0,8,2834
2004,99,Moca,0,8,2793
2005,99,Moca,0,8,2762
2006,99,Moca,0,8,2737
2007,99,Moca,0,8,2719
2008,99,Moca,0,8,2705
2009,99,Moca,0,8,2689
2000,99,Moca,0,9,2731
2001,99,Moca,0,9,2756
2002,99,Moca,0,9,2762
2003,99,Moca,0,9,2787
2004,99,Moca,0,9,2818
2005,99,Moca,0,9,2837
2006,99,Moca,0,9,2840
2007,99,Moca,0,9,2817
2008,99,Moca,0,9,2772
2009,99,Moca,0,9,2723
2000,99,Moca,0,10,2440
2001,99,Moca,0,10,2480
2002,99,Moca,0,10,2537
2003,99,Moca,0,10,2580
2004,99,Moca,0,10,2617
2005,99,Moca,0,10,2656
2006,99,Moca,0,10,2682
2007,99,Moca,0,10,2696
2008,99,Moca,0,10,2726
2009,99,Moca,0,10,2762
2000,99,Moca,0,11,2253
2001,99,Moca,0,11,2279
2002,99,Moca,0,11,2288
2003,99,Moca,0,11,2301
2004,99,Moca,0,11,2331
2005,99,Moca,0,11,2365
2006,99,Moca,0,11,2414
2007,99,Moca,0,11,2470
2008,99,Moca,0,11,2519
2009,99,Moca,0,11,2559
2000,99,Moca,0,12,1787
2001,99,Moca,0,12,1907
2002,99,Moca,0,12,2022
2003,99,Moca,0,12,2119
2004,99,Moca,0,12,2204
2005,99,Moca,0,12,2290
2006,99,Moca,0,12,2320
2007,99,Moca,0,12,2335
2008,99,Moca,0,12,2354
2009,99,Moca,0,12,2388
2000,99,Moca,0,13,1447
2001,99,Moca,0,13,1497
2002,99,Moca,0,13,1564
2003,99,Moca,0,13,1635
2004,99,Moca,0,13,1707
2005,99,Moca,0,13,1789
2006,99,Moca,0,13,1891
2007,99,Moca,0,13,1991
2008,99,Moca,0,13,2077
2009,99,Moca,0,13,2149
2000,99,Moca,0,14,1092
2001,99,Moca,0,14,1146
2002,99,Moca,0,14,1206
2003,99,Moca,0,14,1265
2004,99,Moca,0,14,1324
2005,99,Moca,0,14,1370
2006,99,Moca,0,14,1420
2007,99,Moca,0,14,1481
2008,99,Moca,0,14,1548
2009,99,Moca,0,14,1618
2000,99,Moca,0,15,870
2001,99,Moca,0,15,904
2002,99,Moca,0,15,940
2003,99,Moca,0,15,975
2004,99,Moca,0,15,1008
2005,99,Moca,0,15,1064
2006,99,Moca,0,15,1106
2007,99,Moca,0,15,1146
2008,99,Moca,0,15,1183
2009,99,Moca,0,15,1231
2000,99,Moca,0,16,691
2001,99,Moca,0,16,702
2002,99,Moca,0,16,716
2003,99,Moca,0,16,726
2004,99,Moca,0,16,740
2005,99,Moca,0,16,739
2006,99,Moca,0,16,755
2007,99,Moca,0,16,770
2008,99,Moca,0,16,789
2009,99,Moca,0,16,804
2000,99,Moca,0,17,451
2001,99,Moca,0,17,459
2002,99,Moca,0,17,473
2003,99,Moca,0,17,482
2004,99,Moca,0,17,488
2005,99,Moca,0,17,494
2006,99,Moca,0,17,496
2007,99,Moca,0,17,498
2008,99,Moca,0,17,504
2009,99,Moca,0,17,508
2000,99,Moca,0,18,411
2001,99,Moca,0,18,412
2002,99,Moca,0,18,413
2003,99,Moca,0,18,417
2004,99,Moca,0,18,424
2005,99,Moca,0,18,433
2006,99,Moca,0,18,443
2007,99,Moca,0,18,453
2008,99,Moca,0,18,464
2009,99,Moca,0,18,476
2000,99,Moca,1,0,19507
2001,99,Moca,1,0,19620
2002,99,Moca,1,0,19716
2003,99,Moca,1,0,19781
2004,99,Moca,1,0,19849
2005,99,Moca,1,0,19896
2006,99,Moca,1,0,19870
2007,99,Moca,1,0,19806
2008,99,Moca,1,0,19758
2009,99,Moca,1,0,19715
2000,99,Moca,1,1,1756
2001,99,Moca,1,1,1731
2002,99,Moca,1,1,1691
2003,99,Moca,1,1,1642
2004,99,Moca,1,1,1599
2005,99,Moca,1,1,1553
2006,99,Moca,1,1,1497
2007,99,Moca,1,1,1450
2008,99,Moca,1,1,1414
2009,99,Moca,1,1,1378
2000,99,Moca,1,2,1643
2001,99,Moca,1,2,1641
2002,99,Moca,1,2,1642
2003,99,Moca,1,2,1636
2004,99,Moca,1,2,1623
2005,99,Moca,1,2,1604
2006,99,Moca,1,2,1582
2007,99,Moca,1,2,1545
2008,99,Moca,1,2,1503
2009,99,Moca,1,2,1463
2000,99,Moca,1,3,1688
2001,99,Moca,1,3,1698
2002,99,Moca,1,3,1701
2003,99,Moca,1,3,1703
2004,99,Moca,1,3,1700
2005,99,Moca,1,3,1681
2006,99,Moca,1,3,1668
2007,99,Moca,1,3,1654
2008,99,Moca,1,3,1632
2009,99,Moca,1,3,1606
2000,99,Moca,1,4,1706
2001,99,Moca,1,4,1674
2002,99,Moca,1,4,1641
2003,99,Moca,1,4,1609
2004,99,Moca,1,4,1596
2005,99,Moca,1,4,1598
2006,99,Moca,1,4,1587
2007,99,Moca,1,4,1563
2008,99,Moca,1,4,1545
2009,99,Moca,1,4,1520
2000,99,Moca,1,5,1659
2001,99,Moca,1,5,1675
2002,99,Moca,1,5,1678
2003,99,Moca,1,5,1673
2004,99,Moca,1,5,1646
2005,99,Moca,1,5,1600
2006,99,Moca,1,5,1548
2007,99,Moca,1,5,1491
2008,99,Moca,1,5,1440
2009,99,Moca,1,5,1410
