fips3,municipio,year,agegroup,population
095,Maunabo,2000,80+,425
095,Maunabo,2001,0-4,899
095,Maunabo,2001,5-9,1088
095,Maunabo,2001,10-14,1155
095,Maunabo,2001,15-19,1061
095,Maunabo,2001,20-24,981
095,Maunabo,2001,25-29,888
095,Maunabo,2001,30-34,831
095,Maunabo,2001,35-39,838
095,Maunabo,2001,40-44,783
095,Maunabo,2001,45-49,755
095,Maunabo,2001,50-54,795
095,Maunabo,2001,55-59,656
095,Maunabo,2001,60-64,569
095,Maunabo,2001,65-69,437
095,Maunabo,2001,70-74,315
095,Maunabo,2001,75-79,268
095,Maunabo,2001,80+,424
095,Maunabo,2002,0-4,880
095,Maunabo,2002,5-9,1068
095,Maunabo,2002,10-14,1128
095,Maunabo,2002,15-19,1042
095,Maunabo,2002,20-24,986
095,Maunabo,2002,25-29,870
095,Maunabo,2002,30-34,816
095,Maunabo,2002,35-39,834
095,Maunabo,2002,40-44,786
095,Maunabo,2002,45-49,768
095,Maunabo,2002,50-54,785
095,Maunabo,2002,55-59,686
095,Maunabo,2002,60-64,592
095,Maunabo,2002,65-69,462
095,Maunabo,2002,70-74,335
095,Maunabo,2002,75-79,268
095,Maunabo,2002,80+,425
095,Maunabo,2003,0-4,860
095,Maunabo,2003,5-9,1042
095,Maunabo,2003,10-14,1102
095,Maunabo,2003,15-19,1028
095,Maunabo,2003,20-24,982
095,Maunabo,2003,25-29,861
095,Maunabo,2003,30-34,804
095,Maunabo,2003,35-39,825
095,Maunabo,2003,40-44,796
095,Maunabo,2003,45-49,777
095,Maunabo,2003,50-54,778
095,Maunabo,2003,55-59,712
095,Maunabo,2003,60-64,616
095,Maunabo,2003,65-69,487
095,Maunabo,2003,70-74,349
095,Maunabo,2003,75-79,271
095,Maunabo,2003,80+,423
095,Maunabo,2004,0-4,835
095,Maunabo,2004,5-9,1016
095,Maunabo,2004,10-14,1078
095,Maunabo,2004,15-19,1022
095,Maunabo,2004,20-24,968
095,Maunabo,2004,25-29,854
095,Maunabo,2004,30-34,791
095,Maunabo,2004,35-39,816
095,Maunabo,2004,40-44,805
095,Maunabo,2004,45-49,782
095,Maunabo,2004,50-54,777
095,Maunabo,2004,55-59,733
095,Maunabo,2004,60-64,643
095,Maunabo,2004,65-69,515
095,Maunabo,2004,70-74,363
095,Maunabo,2004,75-79,271
095,Maunabo,2004,80+,428
095,Maunabo,2005,0-4,814
095,Maunabo,2005,5-9,983
095,Maunabo,2005,10-14,1037
095,Maunabo,2005,15-19,1026
095,Maunabo,2005,20-24,948
095,Maunabo,2005,25-29,848
095,Maunabo,2005,30-34,777
095,Maunabo,2005,35-39,808
095,Maunabo,2005,40-44,808
095,Maunabo,2005,45-49,793
095,Maunabo,2005,50-54,776
095,Maunabo,2005,55-59,752
095,Maunabo,2005,60-64,671
095,Maunabo,2005,65-69,534
095,Maunabo,2005,70-74,387
095,Maunabo,2005,75-79,270
095,Maunabo,2005,80+,427
095,Maunabo,2006,0-4,786
095,Maunabo,2006,5-9,949
095,Maunabo,2006,10-14,1005
095,Maunabo,2006,15-19,1019
095,Maunabo,2006,20-24,922
095,Maunabo,2006,25-29,829
095,Maunabo,2006,30-34,756
095,Maunabo,2006,35-39,803
095,Maunabo,2006,40-44,811
095,Maunabo,2006,45-49,798
095,Maunabo,2006,50-54,779
095,Maunabo,2006,55-59,757
095,Maunabo,2006,60-64,707
095,Maunabo,2006,65-69,554
095,Maunabo,2006,70-74,406
095,Maunabo,2006,75-79,272
095,Maunabo,2006,80+,430
095,Maunabo,2007,0-4,761
095,Maunabo,2007,5-9,907
095,Maunabo,2007,10-14,965
095,Maunabo,2007,15-19,1009
095,Maunabo,2007,20-24,896
095,Maunabo,2007,25-29,805
095,Maunabo,2007,30-34,746
095,Maunabo,2007,35-39,801
095,Maunabo,2007,40-44,807
095,Maunabo,2007,45-49,796
095,Maunabo,2007,50-54,785
095,Maunabo,2007,55-59,756
095,Maunabo,2007,60-64,746
095,Maunabo,2007,65-69,581
095,Maunabo,2007,70-74,422
095,Maunabo,2007,75-79,275
095,Maunabo,2007,80+,432
095,Maunabo,2008,0-4,743
095,Maunabo,2008,5-9,860
095,Maunabo,2008,10-14,926
095,Maunabo,2008,15-19,999
095,Maunabo,2008,20-24,878
095,Maunabo,2008,25-29,773
095,Maunabo,2008,30-34,740
095,Maunabo,2008,35-39,801
095,Maunabo,2008,40-44,794
095,Maunabo,2008,45-49,802
095,Maunabo,2008,50-54,790
095,Maunabo,2008,55-59,755
095,Maunabo,2008,60-64,775
095,Maunabo,2008,65-69,609
095,Maunabo,2008,70-74,438
095,Maunabo,2008,75-79,275
095,Maunabo,2008,80+,432
095,Maunabo,2009,0-4,725
095,Maunabo,2009,5-9,814
095,Maunabo,2009,10-14,883
095,Maunabo,2009,15-19,984
095,Maunabo,2009,20-24,865
095,Maunabo,2009,25-29,734
095,Maunabo,2009,30-34,740
095,Maunabo,2009,35-39,799
095,Maunabo,2009,40-44,781
095,Maunabo,2009,45-49,810
095,Maunabo,2009,50-54,792
095,Maunabo,2009,55-59,756
095,Maunabo,2009,60-64,801
095,Maunabo,2009,65-69,636
095,Maunabo,2009,70-74,458
095,Maunabo,2009,75-79,277
095,Maunabo,2009,80+,433
095,Maunabo,2010,0-4,714
095,Maunabo,2010,5-9,778
095,Maunabo,2010,10-14,837
095,Maunabo,2010,15-19,976
095,Maunabo,2010,20-24,860
095,Maunabo,2010,25-29,704
095,Maunabo,2010,30-34,724
095,Maunabo,2010,35-39,800
095,Maunabo,2010,40-44,769
095,Maunabo,2010,45-49,824
095,Maunabo,2010,50-54,787
095,Maunabo,2010,55-59,771
095,Maunabo,2010,60-64,817
095,Maunabo,2010,65-69,666
095,Maunabo,2010,70-74,481
095,Maunabo,2010,75-79,292
095,Maunabo,2010,80+,447
095,Maunabo,2011,0-4,698
095,Maunabo,2011,5-9,740
095,Maunabo,2011,10-14,769
095,Maunabo,2011,15-19,968
095,Maunabo,2011,20-24,843
095,Maunabo,2011,25-29,690
095,Maunabo,2011,30-34,669
095,Maunabo,2011,35-39,793
095,Maunabo,2011,40-44,757
095,Maunabo,2011,45-49,842
095,Maunabo,2011,50-54,774
095,Maunabo,2011,55-59,799
095,Maunabo,2011,60-64,811
095,Maunabo,2011,65-69,676
095,Maunabo,2011,70-74,512
095,Maunabo,2011,75-79,323
095,Maunabo,2011,80+,448
095,Maunabo,2012,0-4,697
095,Maunabo,2012,5-9,699
095,Maunabo,2012,10-14,728
095,Maunabo,2012,15-19,928
095,Maunabo,2012,20-24,838
095,Maunabo,2012,25-29,664
095,Maunabo,2012,30-34,669
095,Maunabo,2012,35-39,734
095,Maunabo,2012,40-44,765
095,Maunabo,2012,45-49,832
095,Maunabo,2012,50-54,787
095,Maunabo,2012,55-59,819
095,Maunabo,2012,60-64,778
095,Maunabo,2012,65-69,722
095,Maunabo,2012,70-74,532
095,Maunabo,2012,75-79,362
095,Maunabo,2012,80+,432
095,Maunabo,2013,0-4,686
095,Maunabo,2013,5-9,645
095,Maunabo,2013,10-14,735
095,Maunabo,2013,15-19,860
095,Maunabo,2013,20-24,832
095,Maunabo,2013,25-29,647
095,Maunabo,2013,30-34,632
095,Maunabo,2013,35-39,721
095,Maunabo,2013,40-44,786
095,Maunabo,2013,45-49,791
095,Maunabo,2013,50-54,814
095,Maunabo,2013,55-59,812
095,Maunabo,2013,60-64,766
095,Maunabo,2013,65-69,773
095,Maunabo,2013,70-74,555
095,Maunabo,2013,75-79,381
095,Maunabo,2013,80+,430
095,Maunabo,2014,0-4,663
095,Maunabo,2014,5-9,618
095,Maunabo,2014,10-14,720
095,Maunabo,2014,15-19,794
095,Maunabo,2014,20-24,812
095,Maunabo,2014,25-29,649
095,Maunabo,2014,30-34,586
095,Maunabo,2014,35-39,711
095,Maunabo,2014,40-44,777
095,Maunabo,2014,45-49,756
095,Maunabo,2014,50-54,828
095,Maunabo,2014,55-59,801
095,Maunabo,2014,60-64,765
095,Maunabo,2014,65-69,792
095,Maunabo,2014,70-74,590
095,Maunabo,2014,75-79,397
095,Maunabo,2014,80+,434
095,Maunabo,2015,0-4,592
095,Maunabo,2015,5-9,603
095,Maunabo,2015,10-14,698
095,Maunabo,2015,15-19,737
095,Maunabo,2015,20-24,781
095,Maunabo,2015,25-29,632
095,Maunabo,2015,30-34,577
095,Maunabo,2015,35-39,681
095,Maunabo,2015,40-44,774
095,Maunabo,2015,45-49,725
095,Maunabo,2015,50-54,841
095,Maunabo,2015,55-59,789
095,Maunabo,2015,60-64,800
095,Maunabo,2015,65-69,799
095,Maunabo,2015,70-74,619
095,Maunabo,2015,75-79,404
095,Maunabo,2015,80+,445
095,Maunabo,2016,0-4,549
095,Maunabo,2016,5-9,583
095,Maunabo,2016,10-14,664
095,Maunabo,2016,15-19,686
095,Maunabo,2016,20-24,768
095,Maunabo,2016,25-29,603
095,Maunabo,2016,30-34,564
095,Maunabo,2016,35-39,635
095,Maunabo,2016,40-44,766
095,Maunabo,2016,45-49,698
095,Maunabo,2016,50-54,859
095,Maunabo,2016,55-59,773
095,Maunabo,2016,60-64,833
095,Maunabo,2016,65-69,789
095,Maunabo,2016,70-74,639
095,Maunabo,2016,75-79,418
095,Maunabo,2016,80+,474
095,Maunabo,2017,0-4,476
095,Maunabo,2017,5-9,559
095,Maunabo,2017,10-14,627
095,Maunabo,2017,15-19,657
095,Maunabo,2017,20-24,712
095,Maunabo,2017,25-29,582
095,Maunabo,2017,30-34,536
095,Maunabo,2017,35-39,638
095,Maunabo,2017,40-44,709
095,Maunabo,2017,45-49,701
095,Maunabo,2017,50-54,857
095,Maunabo,2017,55-59,769
095,Maunabo,2017,60-64,861
095,Maunabo,2017,65-69,761
095,Maunabo,2017,70-74,677
095,Maunabo,2017,75-79,430
095,Maunabo,2017,80+,498
095,Maunabo,2018,0-4,395
095,Maunabo,2018,5-9,520
095,Maunabo,2018,10-14,562
095,Maunabo,2018,15-19,657
095,Maunabo,2018,20-24,622
095,Maunabo,2018,25-29,549
095,Maunabo,2018,30-34,505
095,Maunabo,2018,35-39,599
095,Maunabo,2018,40-44,672
095,Maunabo,2018,45-49,707
095,Maunabo,2018,50-54,812
095,Maunabo,2018,55-59,789
095,Maunabo,2018,60-64,858
095,Maunabo,2018,65-69,738
095,Maunabo,2018,70-74,720
095,Maunabo,2018,75-79,439
095,Maunabo,2018,80+,504
095,Maunabo,2019,0-4,357
095,Maunabo,2019,5-9,499
095,Maunabo,2019,10-14,564
095,Maunabo,2019,15-19,662
095,Maunabo,2019,20-24,586
095,Maunabo,2019,25-29,541
095,Maunabo,2019,30-34,537
095,Maunabo,2019,35-39,583
095,Maunabo,2019,40-44,672
095,Maunabo,2019,45-49,705
095,Maunabo,2019,50-54,791
095,Maunabo,2019,55-59,807
095,Maunabo,2019,60-64,857
095,Maunabo,2019,65-69,748
095,Maunabo,2019,70-74,748
095,Maunabo,2019,75-79,474
095,Maunabo,2019,80+,520
095,Maunabo,2020,0-4,312
095,Maunabo,2020,5-9,529
095,Maunabo,2020,10-14,582
095,Maunabo,2020,15-19,599
095,Maunabo,2020,20-24,569
095,Maunabo,2020,25-29,650
095,Maunabo,2020,30-34,586
095,Maunabo,2020,35-39,526
095,Maunabo,2020,40-44,591
095,Maunabo,2020,45-49,711
095,Maunabo,2020,50-54,705
095,Maunabo,2020,55-59,814
095,Maunabo,2020,60-64,786
095,Maunabo,2020,65-69,731
095,Maunabo,2020,70-74,694
095,Maunabo,2020,75-79,506
095,Maunabo,2020,80+,689
095,Maunabo,2021,0-4,299
095,Maunabo,2021,5-9,491
095,Maunabo,2021,10-14,578
095,Maunabo,2021,15-19,582
095,Maunabo,2021,20-24,541
095,Maunabo,2021,25-29,653
095,Maunabo,2021,30-34,591
095,Maunabo,2021,35-39,528
095,Maunabo,2021,40-44,565
095,Maunabo,2021,45-49,699
095,Maunabo,2021,50-54,693
095,Maunabo,2021,55-59,825
095,Maunabo,2021,60-64,777
095,Maunabo,2021,65-69,758
095,Maunabo,2021,70-74,682
095,Maunabo,2021,75-79,534
095,Maunabo,2021,80+,731
095,Maunabo,2022,0-4,288
095,Maunabo,2022,5-9,433
095,Maunabo,2022,10-14,575
095,Maunabo,2022,15-19,548
095,Maunabo,2022,20-24,524
095,Maunabo,2022,25-29,620
095,Maunabo,2022,30-34,601
095,Maunabo,2022,35-39,520
095,Maunabo,2022,40-44,560
095,Maunabo,2022,45-49,654
095,Maunabo,2022,50-54,698
095,Maunabo,2022,55-59,808
095,Maunabo,2022,60-64,779
095,Maunabo,2022,65-69,778
095,Maunabo,2022,70-74,644
095,Maunabo,2022,75-79,558
095,Maunabo,2022,80+,780
095,Maunabo,2023,0-4,285
095,Maunabo,2023,5-9,386
095,Maunabo,2023,10-14,568
095,Maunabo,2023,15-19,526
095,Maunabo,2023,20-24,536
095,Maunabo,2023,25-29,581
095,Maunabo,2023,30-34,609
095,Maunabo,2023,35-39,528
095,Maunabo,2023,40-44,539
095,Maunabo,2023,45-49,628
095,Maunabo,2023,50-54,717
095,Maunabo,2023,55-59,778
095,Maunabo,2023,60-64,796
095,Maunabo,2023,65-69,761
095,Maunabo,2023,70-74,619
095,Maunabo,2023,75-79,592
095,Maunabo,2023,80+,821
097,Mayagüez,2000,0-4,6280
097,Mayagüez,2000,5-9,6454
097,Mayagüez,2000,10-14,6700
097,Mayagüez,2000,15-19,8837
097,Mayagüez,2000,20-24,10853
097,Mayagüez,2000,25-29,6258
097,Mayagüez,2000,30-34,5667
097,Mayagüez,2000,35-39,5707
097,Mayagüez,2000,40-44,5900
097,Mayagüez,2000,45-49,5925
097,Mayagüez,2000,50-54,6192
097,Mayagüez,2000,55-59,5484
097,Mayagüez,2000,60-64,4677
097,Mayagüez,2000,65-69,4257
097,Mayagüez,2000,70-74,3250
097,Mayagüez,2000,75-79,2635
097,Mayagüez,2000,80+,3253
097,Mayagüez,2001,0-4,6165
097,Mayagüez,2001,5-9,6355
097,Mayagüez,2001,10-14,6628
097,Mayagüez,2001,15-19,8676
097,Mayagüez,2001,20-24,11010
097,Mayagüez,2001,25-29,6138
097,Mayagüez,2001,30-34,5547
097,Mayagüez,2001,35-39,5643
097,Mayagüez,2001,40-44,5824
097,Mayagüez,2001,45-49,5852
097,Mayagüez,2001,50-54,6094
097,Mayagüez,2001,55-59,5630
097,Mayagüez,2001,60-64,4687
097,Mayagüez,2001,65-69,4302
097,Mayagüez,2001,70-74,3290
097,Mayagüez,2001,75-79,2694
097,Mayagüez,2001,80+,3310
097,Mayagüez,2002,0-4,6009
097,Mayagüez,2002,5-9,6247
097,Mayagüez,2002,10-14,6525
097,Mayagüez,2002,15-19,8490
097,Mayagüez,2002,20-24,11080
097,Mayagüez,2002,25-29,6102
097,Mayagüez,2002,30-34,5463
097,Mayagüez,2002,35-39,5541
097,Mayagüez,2002,40-44,5717
097,Mayagüez,2002,45-49,5808
097,Mayagüez,2002,50-54,5951
097,Mayagüez,2002,55-59,5752
097,Mayagüez,2002,60-64,4749
097,Mayagüez,2002,65-69,4337
097,Mayagüez,2002,70-74,3335
097,Mayagüez,2002,75-79,2746
097,Mayagüez,2002,80+,3371
097,Mayagüez,2003,0-4,5820
097,Mayagüez,2003,5-9,6111
097,Mayagüez,2003,10-14,6431
097,Mayagüez,2003,15-19,8320
097,Mayagüez,2003,20-24,11072
097,Mayagüez,2003,25-29,6105
097,Mayagüez,2003,30-34,5380
097,Mayagüez,2003,35-39,5386
097,Mayagüez,2003,40-44,5645
097,Mayagüez,2003,45-49,5742
097,Mayagüez,2003,50-54,5827
097,Mayagüez,2003,55-59,5828
097,Mayagüez,2003,60-64,4832
097,Mayagüez,2003,65-69,4394
097,Mayagüez,2003,70-74,3372
097,Mayagüez,2003,75-79,2803
097,Mayagüez,2003,80+,3443
097,Mayagüez,2004,0-4,5641
097,Mayagüez,2004,5-9,5956
097,Mayagüez,2004,10-14,6308
097,Mayagüez,2004,15-19,8239
097,Mayagüez,2004,20-24,10946
097,Mayagüez,2004,25-29,6118
097,Mayagüez,2004,30-34,5292
097,Mayagüez,2004,35-39,5229
097,Mayagüez,2004,40-44,5578
097,Mayagüez,2004,45-49,5666
097,Mayagüez,2004,50-54,5737
097,Mayagüez,2004,55-59,5868
097,Mayagüez,2004,60-64,4914
097,Mayagüez,2004,65-69,4465
097,Mayagüez,2004,70-74,3406
097,Mayagüez,2004,75-79,2854
097,Mayagüez,2004,80+,3518
097,Mayagüez,2005,0-4,5453
097,Mayagüez,2005,5-9,5782
097,Mayagüez,2005,10-14,6129
097,Mayagüez,2005,15-19,8222
097,Mayagüez,2005,20-24,10715
097,Mayagüez,2005,25-29,6125
097,Mayagüez,2005,30-34,5189
097,Mayagüez,2005,35-39,5092
097,Mayagüez,2005,40-44,5473
097,Mayagüez,2005,45-49,5584
097,Mayagüez,2005,50-54,5655
097,Mayagüez,2005,55-59,5896
097,Mayagüez,2005,60-64,5010
097,Mayagüez,2005,65-69,4488
097,Mayagüez,2005,70-74,3525
097,Mayagüez,2005,75-79,2861
097,Mayagüez,2005,80+,3592
097,Mayagüez,2006,0-4,5233
097,Mayagüez,2006,5-9,5590
097,Mayagüez,2006,10-14,5972
097,Mayagüez,2006,15-19,8143
097,Mayagüez,2006,20-24,10464
097,Mayagüez,2006,25-29,6066
097,Mayagüez,2006,30-34,5068
097,Mayagüez,2006,35-39,4963
097,Mayagüez,2006,40-44,5356
097,Mayagüez,2006,45-49,5481
097,Mayagüez,2006,50-54,5613
097,Mayagüez,2006,55-59,5794
097,Mayagüez,2006,60-64,5183
097,Mayagüez,2006,65-69,4510
097,Mayagüez,2006,70-74,3580
097,Mayagüez,2006,75-79,2928
097,Mayagüez,2006,80+,3656
097,Mayagüez,2007,0-4,5042
097,Mayagüez,2007,5-9,5355
097,Mayagüez,2007,10-14,5806
097,Mayagüez,2007,15-19,8051
097,Mayagüez,2007,20-24,10229
097,Mayagüez,2007,25-29,5956
097,Mayagüez,2007,30-34,4999
097,Mayagüez,2007,35-39,4863
097,Mayagüez,2007,40-44,5188
097,Mayagüez,2007,45-49,5356
097,Mayagüez,2007,50-54,5587
097,Mayagüez,2007,55-59,5652
097,Mayagüez,2007,60-64,5335
097,Mayagüez,2007,65-69,4575
097,Mayagüez,2007,70-74,3626
097,Mayagüez,2007,75-79,2997
097,Mayagüez,2007,80+,3722
097,Mayagüez,2008,0-4,4883
097,Mayagüez,2008,5-9,5089
097,Mayagüez,2008,10-14,5612
097,Mayagüez,2008,15-19,8008
097,Mayagüez,2008,20-24,10034
097,Mayagüez,2008,25-29,5803
097,Mayagüez,2008,30-34,4975
097,Mayagüez,2008,35-39,4751
097,Mayagüez,2008,40-44,4977
097,Mayagüez,2008,45-49,5256
097,Mayagüez,2008,50-54,5543
097,Mayagüez,2008,55-59,5533
097,Mayagüez,2008,60-64,5445
097,Mayagüez,2008,65-69,4661
097,Mayagüez,2008,70-74,3690
097,Mayagüez,2008,75-79,3064
097,Mayagüez,2008,80+,3790
097,Mayagüez,2009,0-4,4735
097,Mayagüez,2009,5-9,4840
097,Mayagüez,2009,10-14,5404
097,Mayagüez,2009,15-19,7905
097,Mayagüez,2009,20-24,9953
097,Mayagüez,2009,25-29,5605
097,Mayagüez,2009,30-34,4966
097,Mayagüez,2009,35-39,4645
097,Mayagüez,2009,40-44,4760
097,Mayagüez,2009,45-49,5176
097,Mayagüez,2009,50-54,5481
097,Mayagüez,2009,55-59,5448
097,Mayagüez,2009,60-64,5524
097,Mayagüez,2009,65-69,4747
097,Mayagüez,2009,70-74,3763
097,Mayagüez,2009,75-79,3119
097,Mayagüez,2009,80+,3874
097,Mayagüez,2010,0-4,4577
097,Mayagüez,2010,5-9,4605
097,Mayagüez,2010,10-14,5214
097,Mayagüez,2010,15-19,7359
097,Mayagüez,2010,20-24,10118
097,Mayagüez,2010,25-29,5515
097,Mayagüez,2010,30-34,4958
097,Mayagüez,2010,35-39,4538
097,Mayagüez,2010,40-44,4605
097,Mayagüez,2010,45-49,5057
097,Mayagüez,2010,50-54,5435
097,Mayagüez,2010,55-59,5385
097,Mayagüez,2010,60-64,5592
097,Mayagüez,2010,65-69,4895
097,Mayagüez,2010,70-74,3817
097,Mayagüez,2010,75-79,3231
097,Mayagüez,2010,80+,3954
097,Mayagüez,2011,0-4,4397
097,Mayagüez,2011,5-9,4390
097,Mayagüez,2011,10-14,5056
097,Mayagüez,2011,15-19,7040
097,Mayagüez,2011,20-24,9755
097,Mayagüez,2011,25-29,5401
097,Mayagüez,2011,30-34,4849
097,Mayagüez,2011,35-39,4401
097,Mayagüez,2011,40-44,4510
097,Mayagüez,2011,45-49,4939
097,Mayagüez,2011,50-54,5381
097,Mayagüez,2011,55-59,5332
097,Mayagüez,2011,60-64,5596
097,Mayagüez,2011,65-69,5075
097,Mayagüez,2011,70-74,3929
097,Mayagüez,2011,75-79,3250
097,Mayagüez,2011,80+,4072
097,Mayagüez,2012,0-4,4204
097,Mayagüez,2012,5-9,4302
097,Mayagüez,2012,10-14,4807
097,Mayagüez,2012,15-19,6755
097,Mayagüez,2012,20-24,9316
097,Mayagüez,2012,25-29,5266
097,Mayagüez,2012,30-34,4738
097,Mayagüez,2012,35-39,4292
097,Mayagüez,2012,40-44,4395
097,Mayagüez,2012,45-49,4872
097,Mayagüez,2012,50-54,5218
097,Mayagüez,2012,55-59,5372
097,Mayagüez,2012,60-64,5492
097,Mayagüez,2012,65-69,5200
097,Mayagüez,2012,70-74,4121
097,Mayagüez,2012,75-79,3276
097,Mayagüez,2012,80+,4235
097,Mayagüez,2013,0-4,4053
097,Mayagüez,2013,5-9,4188
097,Mayagüez,2013,10-14,4641
097,Mayagüez,2013,15-19,6456
097,Mayagüez,2013,20-24,8879
097,Mayagüez,2013,25-29,5154
097,Mayagüez,2013,30-34,4628
097,Mayagüez,2013,35-39,4220
097,Mayagüez,2013,40-44,4358
097,Mayagüez,2013,45-49,4696
097,Mayagüez,2013,50-54,5099
097,Mayagüez,2013,55-59,5459
097,Mayagüez,2013,60-64,5357
097,Mayagüez,2013,65-69,5299
097,Mayagüez,2013,70-74,4364
097,Mayagüez,2013,75-79,3278
097,Mayagüez,2013,80+,4375
097,Mayagüez,2014,0-4,3746
097,Mayagüez,2014,5-9,4105
097,Mayagüez,2014,10-14,4439
097,Mayagüez,2014,15-19,6129
097,Mayagüez,2014,20-24,8366
097,Mayagüez,2014,25-29,4989
097,Mayagüez,2014,30-34,4485
097,Mayagüez,2014,35-39,4088
097,Mayagüez,2014,40-44,4293
097,Mayagüez,2014,45-49,4566
097,Mayagüez,2014,50-54,5053
097,Mayagüez,2014,55-59,5374
097,Mayagüez,2014,60-64,5274
097,Mayagüez,2014,65-69,5430
097,Mayagüez,2014,70-74,4505
097,Mayagüez,2014,75-79,3293
097,Mayagüez,2014,80+,4558
097,Mayagüez,2015,0-4,3541
097,Mayagüez,2015,5-9,3919
097,Mayagüez,2015,10-14,4309
097,Mayagüez,2015,15-19,5782
097,Mayagüez,2015,20-24,7862
097,Mayagüez,2015,25-29,4835
097,Mayagüez,2015,30-34,4335
097,Mayagüez,2015,35-39,3941
097,Mayagüez,2015,40-44,4266
097,Mayagüez,2015,45-49,4463
097,Mayagüez,2015,50-54,4984
097,Mayagüez,2015,55-59,5266
097,Mayagüez,2015,60-64,5276
097,Mayagüez,2015,65-69,5423
097,Mayagüez,2015,70-74,4685
097,Mayagüez,2015,75-79,3371
097,Mayagüez,2015,80+,4727
097,Mayagüez,2016,0-4,3319
097,Mayagüez,2016,5-9,3709
097,Mayagüez,2016,10-14,4126
097,Mayagüez,2016,15-19,5446
097,Mayagüez,2016,20-24,7354
097,Mayagüez,2016,25-29,4685
097,Mayagüez,2016,30-34,4194
097,Mayagüez,2016,35-39,3823
097,Mayagüez,2016,40-44,4177
097,Mayagüez,2016,45-49,4356
097,Mayagüez,2016,50-54,4885
097,Mayagüez,2016,55-59,5203
097,Mayagüez,2016,60-64,5266
097,Mayagüez,2016,65-69,5418
097,Mayagüez,2016,70-74,4860
097,Mayagüez,2016,75-79,3471
097,Mayagüez,2016,80+,4915
097,Mayagüez,2017,0-4,3009
097,Mayagüez,2017,5-9,3503
097,Mayagüez,2017,10-14,3950
097,Mayagüez,2017,15-19,5085
097,Mayagüez,2017,20-24,6822
097,Mayagüez,2017,25-29,4536
097,Mayagüez,2017,30-34,4061
097,Mayagüez,2017,35-39,3711
097,Mayagüez,2017,40-44,4114
097,Mayagüez,2017,45-49,4223
097,Mayagüez,2017,50-54,4834
097,Mayagüez,2017,55-59,5054
097,Mayagüez,2017,60-64,5329
097,Mayagüez,2017,65-69,5309
097,Mayagüez,2017,70-74,4952
097,Mayagüez,2017,75-79,3625
097,Mayagüez,2017,80+,5060
097,Mayagüez,2018,0-4,2626
097,Mayagüez,2018,5-9,3254
097,Mayagüez,2018,10-14,3649
097,Mayagüez,2018,15-19,4612
097,Mayagüez,2018,20-24,6112
097,Mayagüez,2018,25-29,4270
097,Mayagüez,2018,30-34,3811
097,Mayagüez,2018,35-39,3528
097,Mayagüez,2018,40-44,4007
097,Mayagüez,2018,45-49,4124
097,Mayagüez,2018,50-54,4637
097,Mayagüez,2018,55-59,4922
097,Mayagüez,2018,60-64,5382
097,Mayagüez,2018,65-69,5129
097,Mayagüez,2018,70-74,4986
097,Mayagüez,2018,75-79,3798
097,Mayagüez,2018,80+,5153
097,Mayagüez,2019,0-4,2589
097,Mayagüez,2019,5-9,3070
097,Mayagüez,2019,10-14,3611
097,Mayagüez,2019,15-19,4446
097,Mayagüez,2019,20-24,5900
097,Mayagüez,2019,25-29,4306
097,Mayagüez,2019,30-34,3860
097,Mayagüez,2019,35-39,3523
097,Mayagüez,2019,40-44,4022
097,Mayagüez,2019,45-49,4121
097,Mayagüez,2019,50-54,4586
097,Mayagüez,2019,55-59,4916
097,Mayagüez,2019,60-64,5352
097,Mayagüez,2019,65-69,5127
097,Mayagüez,2019,70-74,5137
097,Mayagüez,2019,75-79,3877
097,Mayagüez,2019,80+,5378
097,Mayagüez,2020,0-4,2299
097,Mayagüez,2020,5-9,2900
097,Mayagüez,2020,10-14,3804
097,Mayagüez,2020,15-19,5663
097,Mayagüez,2020,20-24,8429
097,Mayagüez,2020,25-29,4424
097,Mayagüez,2020,30-34,3846
097,Mayagüez,2020,35-39,3403
097,Mayagüez,2020,40-44,3349
097,Mayagüez,2020,45-49,3526
097,Mayagüez,2020,50-54,3783
097,Mayagüez,2020,55-59,4216
097,Mayagüez,2020,60-64,4529
097,Mayagüez,2020,65-69,4402
097,Mayagüez,2020,70-74,4499
097,Mayagüez,2020,75-79,3838
097,Mayagüez,2020,80+,5937
097,Mayagüez,2021,0-4,2145
097,Mayagüez,2021,5-9,2808
097,Mayagüez,2021,10-14,3751
097,Mayagüez,2021,15-19,5572
097,Mayagüez,2021,20-24,8375
097,Mayagüez,2021,25-29,4388
097,Mayagüez,2021,30-34,3809
097,Mayagüez,2021,35-39,3367
097,Mayagüez,2021,40-44,3291
097,Mayagüez,2021,45-49,3430
097,Mayagüez,2021,50-54,3651
097,Mayagüez,2021,55-59,4084
097,Mayagüez,2021,60-64,4417
097,Mayagüez,2021,65-69,4357
097,Mayagüez,2021,70-74,4406
097,Mayagüez,2021,75-79,3921
097,Mayagüez,2021,80+,6155
097,Mayagüez,2022,0-4,2009
097,Mayagüez,2022,5-9,2633
097,Mayagüez,2022,10-14,3697
097,Mayagüez,2022,15-19,5454
097,Mayagüez,2022,20-24,8211
097,Mayagüez,2022,25-29,4301
097,Mayagüez,2022,30-34,3731
097,Mayagüez,2022,35-39,3309
097,Mayagüez,2022,40-44,3217
097,Mayagüez,2022,45-49,3347
097,Mayagüez,2022,50-54,3514
097,Mayagüez,2022,55-59,3968
