fips3,municipio,year,agegroup,population
003,Aguada,2022,10-14,1842
003,Aguada,2022,15-19,2036
003,Aguada,2022,20-24,2236
003,Aguada,2022,25-29,2483
003,Aguada,2022,30-34,2403
003,Aguada,2022,35-39,2088
003,Aguada,2022,40-44,2383
003,Aguada,2022,45-49,2264
003,Aguada,2022,50-54,2519
003,Aguada,2022,55-59,3044
003,Aguada,2022,60-64,3032
003,Aguada,2022,65-69,2785
003,Aguada,2022,70-74,2172
003,Aguada,2022,75-79,1696
003,Aguada,2022,80+,2116
003,Aguada,2023,0-4,1024
003,Aguada,2023,5-9,1377
003,Aguada,2023,10-14,1805
003,Aguada,2023,15-19,2001
003,Aguada,2023,20-24,2143
003,Aguada,2023,25-29,2463
003,Aguada,2023,30-34,2441
003,Aguada,2023,35-39,2137
003,Aguada,2023,40-44,2330
003,Aguada,2023,45-49,2310
003,Aguada,2023,50-54,2436
003,Aguada,2023,55-59,2966
003,Aguada,2023,60-64,3039
003,Aguada,2023,65-69,2845
003,Aguada,2023,70-74,2227
003,Aguada,2023,75-79,1763
003,Aguada,2023,80+,2202
005,Aguadilla,2000,0-4,4723
005,Aguadilla,2000,5-9,4880
005,Aguadilla,2000,10-14,4760
005,Aguadilla,2000,15-19,5529
005,Aguadilla,2000,20-24,5145
005,Aguadilla,2000,25-29,4610
005,Aguadilla,2000,30-34,4390
005,Aguadilla,2000,35-39,4399
005,Aguadilla,2000,40-44,4240
005,Aguadilla,2000,45-49,3925
005,Aguadilla,2000,50-54,4177
005,Aguadilla,2000,55-59,3417
005,Aguadilla,2000,60-64,2929
005,Aguadilla,2000,65-69,2445
005,Aguadilla,2000,70-74,2008
005,Aguadilla,2000,75-79,1407
005,Aguadilla,2000,80+,1717
005,Aguadilla,2001,0-4,4650
005,Aguadilla,2001,5-9,4839
005,Aguadilla,2001,10-14,4759
005,Aguadilla,2001,15-19,5374
005,Aguadilla,2001,20-24,5135
005,Aguadilla,2001,25-29,4514
005,Aguadilla,2001,30-34,4322
005,Aguadilla,2001,35-39,4395
005,Aguadilla,2001,40-44,4243
005,Aguadilla,2001,45-49,3934
005,Aguadilla,2001,50-54,4135
005,Aguadilla,2001,55-59,3549
005,Aguadilla,2001,60-64,2983
005,Aguadilla,2001,65-69,2511
005,Aguadilla,2001,70-74,2042
005,Aguadilla,2001,75-79,1436
005,Aguadilla,2001,80+,1743
005,Aguadilla,2002,0-4,4552
005,Aguadilla,2002,5-9,4796
005,Aguadilla,2002,10-14,4741
005,Aguadilla,2002,15-19,5222
005,Aguadilla,2002,20-24,5092
005,Aguadilla,2002,25-29,4473
005,Aguadilla,2002,30-34,4278
005,Aguadilla,2002,35-39,4360
005,Aguadilla,2002,40-44,4224
005,Aguadilla,2002,45-49,3961
005,Aguadilla,2002,50-54,4061
005,Aguadilla,2002,55-59,3670
005,Aguadilla,2002,60-64,3069
005,Aguadilla,2002,65-69,2585
005,Aguadilla,2002,70-74,2084
005,Aguadilla,2002,75-79,1470
005,Aguadilla,2002,80+,1774
005,Aguadilla,2003,0-4,4431
005,Aguadilla,2003,5-9,4731
005,Aguadilla,2003,10-14,4727
005,Aguadilla,2003,15-19,5080
005,Aguadilla,2003,20-24,5013
005,Aguadilla,2003,25-29,4475
005,Aguadilla,2003,30-34,4242
005,Aguadilla,2003,35-39,4289
005,Aguadilla,2003,40-44,4227
005,Aguadilla,2003,45-49,3970
005,Aguadilla,2003,50-54,4002
005,Aguadilla,2003,55-59,3762
005,Aguadilla,2003,60-64,3169
005,Aguadilla,2003,65-69,2665
005,Aguadilla,2003,70-74,2120
005,Aguadilla,2003,75-79,1499
005,Aguadilla,2003,80+,1804
005,Aguadilla,2004,0-4,4318
005,Aguadilla,2004,5-9,4648
005,Aguadilla,2004,10-14,4697
005,Aguadilla,2004,15-19,4986
005,Aguadilla,2004,20-24,4883
005,Aguadilla,2004,25-29,4480
005,Aguadilla,2004,30-34,4198
005,Aguadilla,2004,35-39,4211
005,Aguadilla,2004,40-44,4242
005,Aguadilla,2004,45-49,3972
005,Aguadilla,2004,50-54,3968
005,Aguadilla,2004,55-59,3830
005,Aguadilla,2004,60-64,3265
005,Aguadilla,2004,65-69,2754
005,Aguadilla,2004,70-74,2146
005,Aguadilla,2004,75-79,1528
005,Aguadilla,2004,80+,1836
005,Aguadilla,2005,0-4,4195
005,Aguadilla,2005,5-9,4552
005,Aguadilla,2005,10-14,4623
005,Aguadilla,2005,15-19,4941
005,Aguadilla,2005,20-24,4703
005,Aguadilla,2005,25-29,4475
005,Aguadilla,2005,30-34,4143
005,Aguadilla,2005,35-39,4152
005,Aguadilla,2005,40-44,4224
005,Aguadilla,2005,45-49,3971
005,Aguadilla,2005,50-54,3940
005,Aguadilla,2005,55-59,3888
005,Aguadilla,2005,60-64,3375
005,Aguadilla,2005,65-69,2806
005,Aguadilla,2005,70-74,2240
005,Aguadilla,2005,75-79,1532
005,Aguadilla,2005,80+,1869
005,Aguadilla,2006,0-4,4045
005,Aguadilla,2006,5-9,4447
005,Aguadilla,2006,10-14,4563
005,Aguadilla,2006,15-19,4848
005,Aguadilla,2006,20-24,4514
005,Aguadilla,2006,25-29,4429
005,Aguadilla,2006,30-34,4070
005,Aguadilla,2006,35-39,4102
005,Aguadilla,2006,40-44,4197
005,Aguadilla,2006,45-49,3961
005,Aguadilla,2006,50-54,3940
005,Aguadilla,2006,55-59,3863
005,Aguadilla,2006,60-64,3534
005,Aguadilla,2006,65-69,2861
005,Aguadilla,2006,70-74,2283
005,Aguadilla,2006,75-79,1572
005,Aguadilla,2006,80+,1900
005,Aguadilla,2007,0-4,3917
005,Aguadilla,2007,5-9,4302
005,Aguadilla,2007,10-14,4497
005,Aguadilla,2007,15-19,4732
005,Aguadilla,2007,20-24,4328
005,Aguadilla,2007,25-29,4346
005,Aguadilla,2007,30-34,4038
005,Aguadilla,2007,35-39,4068
005,Aguadilla,2007,40-44,4131
005,Aguadilla,2007,45-49,3927
005,Aguadilla,2007,50-54,3952
005,Aguadilla,2007,55-59,3807
005,Aguadilla,2007,60-64,3681
005,Aguadilla,2007,65-69,2944
005,Aguadilla,2007,70-74,2323
005,Aguadilla,2007,75-79,1608
005,Aguadilla,2007,80+,1931
005,Aguadilla,2008,0-4,3817
005,Aguadilla,2008,5-9,4134
005,Aguadilla,2008,10-14,4410
005,Aguadilla,2008,15-19,4620
005,Aguadilla,2008,20-24,4159
005,Aguadilla,2008,25-29,4232
005,Aguadilla,2008,30-34,4042
005,Aguadilla,2008,35-39,4036
005,Aguadilla,2008,40-44,4026
005,Aguadilla,2008,45-49,3913
005,Aguadilla,2008,50-54,3941
005,Aguadilla,2008,55-59,3768
005,Aguadilla,2008,60-64,3805
005,Aguadilla,2008,65-69,3034
005,Aguadilla,2008,70-74,2371
005,Aguadilla,2008,75-79,1646
005,Aguadilla,2008,80+,1959
005,Aguadilla,2009,0-4,3726
005,Aguadilla,2009,5-9,3977
005,Aguadilla,2009,10-14,4311
005,Aguadilla,2009,15-19,4496
005,Aguadilla,2009,20-24,4042
005,Aguadilla,2009,25-29,4089
005,Aguadilla,2009,30-34,4062
005,Aguadilla,2009,35-39,4000
005,Aguadilla,2009,40-44,3918
005,Aguadilla,2009,45-49,3913
005,Aguadilla,2009,50-54,3923
005,Aguadilla,2009,55-59,3749
005,Aguadilla,2009,60-64,3908
005,Aguadilla,2009,65-69,3137
005,Aguadilla,2009,70-74,2427
005,Aguadilla,2009,75-79,1678
005,Aguadilla,2009,80+,1997
005,Aguadilla,2010,0-4,3600
005,Aguadilla,2010,5-9,3860
005,Aguadilla,2010,10-14,4211
005,Aguadilla,2010,15-19,4368
005,Aguadilla,2010,20-24,3995
005,Aguadilla,2010,25-29,3893
005,Aguadilla,2010,30-34,4076
005,Aguadilla,2010,35-39,3972
005,Aguadilla,2010,40-44,3863
005,Aguadilla,2010,45-49,3908
005,Aguadilla,2010,50-54,3907
005,Aguadilla,2010,55-59,3750
005,Aguadilla,2010,60-64,3965
005,Aguadilla,2010,65-69,3262
005,Aguadilla,2010,70-74,2473
005,Aguadilla,2010,75-79,1760
005,Aguadilla,2010,80+,2035
005,Aguadilla,2011,0-4,3400
005,Aguadilla,2011,5-9,3802
005,Aguadilla,2011,10-14,4083
005,Aguadilla,2011,15-19,4338
005,Aguadilla,2011,20-24,4008
005,Aguadilla,2011,25-29,3709
005,Aguadilla,2011,30-34,4027
005,Aguadilla,2011,35-39,3938
005,Aguadilla,2011,40-44,3909
005,Aguadilla,2011,45-49,3940
005,Aguadilla,2011,50-54,3864
005,Aguadilla,2011,55-59,3782
005,Aguadilla,2011,60-64,3918
005,Aguadilla,2011,65-69,3424
005,Aguadilla,2011,70-74,2558
005,Aguadilla,2011,75-79,1817
005,Aguadilla,2011,80+,2123
005,Aguadilla,2012,0-4,3240
005,Aguadilla,2012,5-9,3703
005,Aguadilla,2012,10-14,3956
005,Aguadilla,2012,15-19,4275
005,Aguadilla,2012,20-24,3962
005,Aguadilla,2012,25-29,3573
005,Aguadilla,2012,30-34,3882
005,Aguadilla,2012,35-39,3886
005,Aguadilla,2012,40-44,3920
005,Aguadilla,2012,45-49,3940
005,Aguadilla,2012,50-54,3814
005,Aguadilla,2012,55-59,3826
005,Aguadilla,2012,60-64,3824
005,Aguadilla,2012,65-69,3598
005,Aguadilla,2012,70-74,2698
005,Aguadilla,2012,75-79,1887
005,Aguadilla,2012,80+,2188
005,Aguadilla,2013,0-4,3054
005,Aguadilla,2013,5-9,3623
005,Aguadilla,2013,10-14,3815
005,Aguadilla,2013,15-19,4153
005,Aguadilla,2013,20-24,3906
005,Aguadilla,2013,25-29,3556
005,Aguadilla,2013,30-34,3759
005,Aguadilla,2013,35-39,3861
005,Aguadilla,2013,40-44,3916
005,Aguadilla,2013,45-49,3893
005,Aguadilla,2013,50-54,3815
005,Aguadilla,2013,55-59,3848
005,Aguadilla,2013,60-64,3742
005,Aguadilla,2013,65-69,3731
005,Aguadilla,2013,70-74,2885
005,Aguadilla,2013,75-79,1931
005,Aguadilla,2013,80+,2278
005,Aguadilla,2014,0-4,2902
005,Aguadilla,2014,5-9,3534
005,Aguadilla,2014,10-14,3672
005,Aguadilla,2014,15-19,4024
005,Aguadilla,2014,20-24,3885
005,Aguadilla,2014,25-29,3474
005,Aguadilla,2014,30-34,3654
005,Aguadilla,2014,35-39,3881
005,Aguadilla,2014,40-44,3880
005,Aguadilla,2014,45-49,3839
005,Aguadilla,2014,50-54,3812
005,Aguadilla,2014,55-59,3834
005,Aguadilla,2014,60-64,3766
005,Aguadilla,2014,65-69,3801
005,Aguadilla,2014,70-74,3009
005,Aguadilla,2014,75-79,2020
005,Aguadilla,2014,80+,2358
005,Aguadilla,2015,0-4,2667
005,Aguadilla,2015,5-9,3408
005,Aguadilla,2015,10-14,3506
005,Aguadilla,2015,15-19,3978
005,Aguadilla,2015,20-24,3776
005,Aguadilla,2015,25-29,3379
005,Aguadilla,2015,30-34,3441
005,Aguadilla,2015,35-39,3895
005,Aguadilla,2015,40-44,3811
005,Aguadilla,2015,45-49,3749
005,Aguadilla,2015,50-54,3827
005,Aguadilla,2015,55-59,3864
005,Aguadilla,2015,60-64,3791
005,Aguadilla,2015,65-69,3880
005,Aguadilla,2015,70-74,3018
005,Aguadilla,2015,75-79,2132
005,Aguadilla,2015,80+,2486
005,Aguadilla,2016,0-4,2557
005,Aguadilla,2016,5-9,3182
005,Aguadilla,2016,10-14,3406
005,Aguadilla,2016,15-19,3808
005,Aguadilla,2016,20-24,3698
005,Aguadilla,2016,25-29,3326
005,Aguadilla,2016,30-34,3224
005,Aguadilla,2016,35-39,3818
005,Aguadilla,2016,40-44,3733
005,Aguadilla,2016,45-49,3762
005,Aguadilla,2016,50-54,3822
005,Aguadilla,2016,55-59,3804
005,Aguadilla,2016,60-64,3813
005,Aguadilla,2016,65-69,3809
005,Aguadilla,2016,70-74,3164
005,Aguadilla,2016,75-79,2195
005,Aguadilla,2016,80+,2618
005,Aguadilla,2017,0-4,2347
005,Aguadilla,2017,5-9,3007
005,Aguadilla,2017,10-14,3260
005,Aguadilla,2017,15-19,3690
005,Aguadilla,2017,20-24,3615
005,Aguadilla,2017,25-29,3225
005,Aguadilla,2017,30-34,3109
005,Aguadilla,2017,35-39,3679
005,Aguadilla,2017,40-44,3668
005,Aguadilla,2017,45-49,3751
005,Aguadilla,2017,50-54,3813
005,Aguadilla,2017,55-59,3731
005,Aguadilla,2017,60-64,3865
005,Aguadilla,2017,65-69,3678
005,Aguadilla,2017,70-74,3297
005,Aguadilla,2017,75-79,2313
005,Aguadilla,2017,80+,2717
005,Aguadilla,2018,0-4,2065
005,Aguadilla,2018,5-9,2753
005,Aguadilla,2018,10-14,3075
005,Aguadilla,2018,15-19,3408
005,Aguadilla,2018,20-24,3414
005,Aguadilla,2018,25-29,3068
005,Aguadilla,2018,30-34,2998
005,Aguadilla,2018,35-39,3507
005,Aguadilla,2018,40-44,3560
005,Aguadilla,2018,45-49,3679
005,Aguadilla,2018,50-54,3716
005,Aguadilla,2018,55-59,3689
005,Aguadilla,2018,60-64,3861
005,Aguadilla,2018,65-69,3553
005,Aguadilla,2018,70-74,3392
005,Aguadilla,2018,75-79,2435
005,Aguadilla,2018,80+,2771
005,Aguadilla,2019,0-4,1938
005,Aguadilla,2019,5-9,2695
005,Aguadilla,2019,10-14,3063
005,Aguadilla,2019,15-19,3357
005,Aguadilla,2019,20-24,3393
005,Aguadilla,2019,25-29,3115
005,Aguadilla,2019,30-34,3021
005,Aguadilla,2019,35-39,3487
005,Aguadilla,2019,40-44,3616
005,Aguadilla,2019,45-49,3673
005,Aguadilla,2019,50-54,3679
005,Aguadilla,2019,55-59,3708
005,Aguadilla,2019,60-64,3884
005,Aguadilla,2019,65-69,3608
005,Aguadilla,2019,70-74,3478
005,Aguadilla,2019,75-79,2515
005,Aguadilla,2019,80+,2932
005,Aguadilla,2020,0-4,1843
005,Aguadilla,2020,5-9,2527
005,Aguadilla,2020,10-14,3146
005,Aguadilla,2020,15-19,3444
005,Aguadilla,2020,20-24,3690
005,Aguadilla,2020,25-29,3541
005,Aguadilla,2020,30-34,3140
005,Aguadilla,2020,35-39,3121
005,Aguadilla,2020,40-44,3404
005,Aguadilla,2020,45-49,3405
005,Aguadilla,2020,50-54,3473
005,Aguadilla,2020,55-59,3646
005,Aguadilla,2020,60-64,3721
005,Aguadilla,2020,65-69,3519
005,Aguadilla,2020,70-74,3492
005,Aguadilla,2020,75-79,2582
005,Aguadilla,2020,80+,3352
005,Aguadilla,2021,0-4,1705
005,Aguadilla,2021,5-9,2446
005,Aguadilla,2021,10-14,3031
005,Aguadilla,2021,15-19,3403
005,Aguadilla,2021,20-24,3654
005,Aguadilla,2021,25-29,3571
005,Aguadilla,2021,30-34,3215
005,Aguadilla,2021,35-39,2977
005,Aguadilla,2021,40-44,3375
005,Aguadilla,2021,45-49,3343
005,Aguadilla,2021,50-54,3450
005,Aguadilla,2021,55-59,3643
005,Aguadilla,2021,60-64,3669
005,Aguadilla,2021,65-69,3539
005,Aguadilla,2021,70-74,3422
005,Aguadilla,2021,75-79,2696
005,Aguadilla,2021,80+,3474
005,Aguadilla,2022,0-4,1597
005,Aguadilla,2022,5-9,2290
005,Aguadilla,2022,10-14,2897
005,Aguadilla,2022,15-19,3341
005,Aguadilla,2022,20-24,3574
005,Aguadilla,2022,25-29,3576
005,Aguadilla,2022,30-34,3239
005,Aguadilla,2022,35-39,2929
005,Aguadilla,2022,40-44,3253
005,Aguadilla,2022,45-49,3267
005,Aguadilla,2022,50-54,3434
005,Aguadilla,2022,55-59,3622
005,Aguadilla,2022,60-64,3596
005,Aguadilla,2022,65-69,3561
005,Aguadilla,2022,70-74,3302
005,Aguadilla,2022,75-79,2815
005,Aguadilla,2022,80+,3584
005,Aguadilla,2023,0-4,1583
005,Aguadilla,2023,5-9,2134
005,Aguadilla,2023,10-14,2805
005,Aguadilla,2023,15-19,3311
005,Aguadilla,2023,20-24,3517
005,Aguadilla,2023,25-29,3584
005,Aguadilla,2023,30-34,3311
005,Aguadilla,2023,35-39,2951
005,Aguadilla,2023,40-44,3163
005,Aguadilla,2023,45-49,3238
005,Aguadilla,2023,50-54,3405
005,Aguadilla,2023,55-59,3578
005,Aguadilla,2023,60-64,3558
005,Aguadilla,2023,65-69,3588
005,Aguadilla,2023,70-74,3217
005,Aguadilla,2023,75-79,2918
005,Aguadilla,2023,80+,3731
007,Aguas Buenas,2000,0-4,2255
007,Aguas Buenas,2000,5-9,2309
007,Aguas Buenas,2000,10-14,2332
007,Aguas Buenas,2000,15-19,2490
007,Aguas Buenas,2000,20-24,2363
007,Aguas Buenas,2000,25-29,2013
007,Aguas Buenas,2000,30-34,1855
007,Aguas Buenas,2000,35-39,2052
007,Aguas Buenas,2000,40-44,1969
007,Aguas Buenas,2000,45-49,1821
007,Aguas Buenas,2000,50-54,1743
007,Aguas Buenas,2000,55-59,1420
007,Aguas Buenas,2000,60-64,1190
007,Aguas Buenas,2000,65-69,942
007,Aguas Buenas,2000,70-74,692
007,Aguas Buenas,2000,75-79,484
007,Aguas Buenas,2000,80+,750
007,Aguas Buenas,2001,0-4,2228
007,Aguas Buenas,2001,5-9,2308
007,Aguas Buenas,2001,10-14,2339
007,Aguas Buenas,2001,15-19,2433
007,Aguas Buenas,2001,20-24,2376
007,Aguas Buenas,2001,25-29,1997
007,Aguas Buenas,2001,30-34,1859
007,Aguas Buenas,2001,35-39,2045
007,Aguas Buenas,2001,40-44,1971
007,Aguas Buenas,2001,45-49,1848
007,Aguas Buenas,2001,50-54,1757
007,Aguas Buenas,2001,55-59,1502
007,Aguas Buenas,2001,60-64,1213
007,Aguas Buenas,2001,65-69,969
007,Aguas Buenas,2001,70-74,717
007,Aguas Buenas,2001,75-79,512
007,Aguas Buenas,2001,80+,748
007,Aguas Buenas,2002,0-4,2185
007,Aguas Buenas,2002,5-9,2305
007,Aguas Buenas,2002,10-14,2333
007,Aguas Buenas,2002,15-19,2378
007,Aguas Buenas,2002,20-24,2372
007,Aguas Buenas,2002,25-29,2002
007,Aguas Buenas,2002,30-34,1871
007,Aguas Buenas,2002,35-39,2020
007,Aguas Buenas,2002,40-44,1964
007,Aguas Buenas,2002,45-49,1879
007,Aguas Buenas,2002,50-54,1759
007,Aguas Buenas,2002,55-59,1575
007,Aguas Buenas,2002,60-64,1249
007,Aguas Buenas,2002,65-69,996
007,Aguas Buenas,2002,70-74,743
007,Aguas Buenas,2002,75-79,543
007,Aguas Buenas,2002,80+,751
007,Aguas Buenas,2003,0-4,2130
007,Aguas Buenas,2003,5-9,2293
007,Aguas Buenas,2003,10-14,2337
007,Aguas Buenas,2003,15-19,2329
007,Aguas Buenas,2003,20-24,2354
007,Aguas Buenas,2003,25-29,2026
007,Aguas Buenas,2003,30-34,1879
007,Aguas Buenas,2003,35-39,1978
007,Aguas Buenas,2003,40-44,1966
007,Aguas Buenas,2003,45-49,1901
007,Aguas Buenas,2003,50-54,1765
007,Aguas Buenas,2003,55-59,1639
007,Aguas Buenas,2003,60-64,1288
007,Aguas Buenas,2003,65-69,1029
007,Aguas Buenas,2003,70-74,770
007,Aguas Buenas,2003,75-79,569
007,Aguas Buenas,2003,80+,756
007,Aguas Buenas,2004,0-4,2080
007,Aguas Buenas,2004,5-9,2271
007,Aguas Buenas,2004,10-14,2327
007,Aguas Buenas,2004,15-19,2304
007,Aguas Buenas,2004,20-24,2308
007,Aguas Buenas,2004,25-29,2052
007,Aguas Buenas,2004,30-34,1892
007,Aguas Buenas,2004,35-39,1937
007,Aguas Buenas,2004,40-44,1971
007,Aguas Buenas,2004,45-49,1920
007,Aguas Buenas,2004,50-54,1782
007,Aguas Buenas,2004,55-59,1693
007,Aguas Buenas,2004,60-64,1328
007,Aguas Buenas,2004,65-69,1062
007,Aguas Buenas,2004,70-74,794
007,Aguas Buenas,2004,75-79,598
007,Aguas Buenas,2004,80+,759
007,Aguas Buenas,2005,0-4,2026
007,Aguas Buenas,2005,5-9,2247
007,Aguas Buenas,2005,10-14,2293
007,Aguas Buenas,2005,15-19,2299
007,Aguas Buenas,2005,20-24,2239
007,Aguas Buenas,2005,25-29,2076
007,Aguas Buenas,2005,30-34,1894
007,Aguas Buenas,2005,35-39,1902
007,Aguas Buenas,2005,40-44,1965
007,Aguas Buenas,2005,45-49,1944
007,Aguas Buenas,2005,50-54,1800
007,Aguas Buenas,2005,55-59,1744
007,Aguas Buenas,2005,60-64,1372
007,Aguas Buenas,2005,65-69,1079
007,Aguas Buenas,2005,70-74,838
007,Aguas Buenas,2005,75-79,617
007,Aguas Buenas,2005,80+,765
007,Aguas Buenas,2006,0-4,1961
007,Aguas Buenas,2006,5-9,2210
007,Aguas Buenas,2006,10-14,2273
007,Aguas Buenas,2006,15-19,2269
007,Aguas Buenas,2006,20-24,2159
007,Aguas Buenas,2006,25-29,2079
007,Aguas Buenas,2006,30-34,1890
007,Aguas Buenas,2006,35-39,1869
007,Aguas Buenas,2006,40-44,1952
007,Aguas Buenas,2006,45-49,1957
007,Aguas Buenas,2006,50-54,1831
007,Aguas Buenas,2006,55-59,1757
007,Aguas Buenas,2006,60-64,1437
007,Aguas Buenas,2006,65-69,1102
007,Aguas Buenas,2006,70-74,867
007,Aguas Buenas,2006,75-79,651
007,Aguas Buenas,2006,80+,772
007,Aguas Buenas,2007,0-4,1903
007,Aguas Buenas,2007,5-9,2161
007,Aguas Buenas,2007,10-14,2245
007,Aguas Buenas,2007,15-19,2229
007,Aguas Buenas,2007,20-24,2083
007,Aguas Buenas,2007,25-29,2062
007,Aguas Buenas,2007,30-34,1906
007,Aguas Buenas,2007,35-39,1848
007,Aguas Buenas,2007,40-44,1920
007,Aguas Buenas,2007,45-49,1959
007,Aguas Buenas,2007,50-54,1869
007,Aguas Buenas,2007,55-59,1757
007,Aguas Buenas,2007,60-64,1499
007,Aguas Buenas,2007,65-69,1135
007,Aguas Buenas,2007,70-74,900
007,Aguas Buenas,2007,75-79,683
007,Aguas Buenas,2007,80+,775
007,Aguas Buenas,2008,0-4,1861
007,Aguas Buenas,2008,5-9,2096
007,Aguas Buenas,2008,10-14,2210
007,Aguas Buenas,2008,15-19,2195
007,Aguas Buenas,2008,20-24,2017
007,Aguas Buenas,2008,25-29,2036
007,Aguas Buenas,2008,30-34,1939
007,Aguas Buenas,2008,35-39,1821
007,Aguas Buenas,2008,40-44,1875
007,Aguas Buenas,2008,45-49,1972
007,Aguas Buenas,2008,50-54,1901
007,Aguas Buenas,2008,55-59,1759
007,Aguas Buenas,2008,60-64,1548
007,Aguas Buenas,2008,65-69,1170
007,Aguas Buenas,2008,70-74,928
007,Aguas Buenas,2008,75-79,709
007,Aguas Buenas,2008,80+,778
007,Aguas Buenas,2009,0-4,1823
007,Aguas Buenas,2009,5-9,2040
007,Aguas Buenas,2009,10-14,2166
007,Aguas Buenas,2009,15-19,2152
007,Aguas Buenas,2009,20-24,1976
007,Aguas Buenas,2009,25-29,1987
007,Aguas Buenas,2009,30-34,1981
007,Aguas Buenas,2009,35-39,1799
007,Aguas Buenas,2009,40-44,1822
007,Aguas Buenas,2009,45-49,1990
007,Aguas Buenas,2009,50-54,1928
007,Aguas Buenas,2009,55-59,1773
007,Aguas Buenas,2009,60-64,1591
007,Aguas Buenas,2009,65-69,1207
007,Aguas Buenas,2009,70-74,961
007,Aguas Buenas,2009,75-79,742
007,Aguas Buenas,2009,80+,786
007,Aguas Buenas,2010,0-4,1779
007,Aguas Buenas,2010,5-9,1983
007,Aguas Buenas,2010,10-14,2128
007,Aguas Buenas,2010,15-19,2103
007,Aguas Buenas,2010,20-24,1960
007,Aguas Buenas,2010,25-29,1910
007,Aguas Buenas,2010,30-34,2005
007,Aguas Buenas,2010,35-39,1778
007,Aguas Buenas,2010,40-44,1788
007,Aguas Buenas,2010,45-49,2006
007,Aguas Buenas,2010,50-54,1940
007,Aguas Buenas,2010,55-59,1804
007,Aguas Buenas,2010,60-64,1629
007,Aguas Buenas,2010,65-69,1262
007,Aguas Buenas,2010,70-74,991
007,Aguas Buenas,2010,75-79,789
007,Aguas Buenas,2010,80+,790
007,Aguas Buenas,2011,0-4,1667
007,Aguas Buenas,2011,5-9,1902
007,Aguas Buenas,2011,10-14,2080
007,Aguas Buenas,2011,15-19,2057
007,Aguas Buenas,2011,20-24,1953
007,Aguas Buenas,2011,25-29,1793
007,Aguas Buenas,2011,30-34,1949
007,Aguas Buenas,2011,35-39,1755
007,Aguas Buenas,2011,40-44,1752
007,Aguas Buenas,2011,45-49,1996
007,Aguas Buenas,2011,50-54,1906
007,Aguas Buenas,2011,55-59,1837
007,Aguas Buenas,2011,60-64,1647
007,Aguas Buenas,2011,65-69,1337
007,Aguas Buenas,2011,70-74,1032
007,Aguas Buenas,2011,75-79,815
007,Aguas Buenas,2011,80+,805
007,Aguas Buenas,2012,0-4,1606
007,Aguas Buenas,2012,5-9,1808
007,Aguas Buenas,2012,10-14,1997
007,Aguas Buenas,2012,15-19,2014
007,Aguas Buenas,2012,20-24,1953
007,Aguas Buenas,2012,25-29,1694
007,Aguas Buenas,2012,30-34,1832
007,Aguas Buenas,2012,35-39,1819
007,Aguas Buenas,2012,40-44,1720
007,Aguas Buenas,2012,45-49,1910
007,Aguas Buenas,2012,50-54,1925
007,Aguas Buenas,2012,55-59,1860
007,Aguas Buenas,2012,60-64,1623
007,Aguas Buenas,2012,65-69,1426
007,Aguas Buenas,2012,70-74,1100
007,Aguas Buenas,2012,75-79,821
007,Aguas Buenas,2012,80+,851
007,Aguas Buenas,2013,0-4,1529
007,Aguas Buenas,2013,5-9,1747
007,Aguas Buenas,2013,10-14,1888
007,Aguas Buenas,2013,15-19,1986
007,Aguas Buenas,2013,20-24,1920
007,Aguas Buenas,2013,25-29,1634
007,Aguas Buenas,2013,30-34,1723
007,Aguas Buenas,2013,35-39,1856
007,Aguas Buenas,2013,40-44,1662
007,Aguas Buenas,2013,45-49,1867
007,Aguas Buenas,2013,50-54,1930
007,Aguas Buenas,2013,55-59,1852
007,Aguas Buenas,2013,60-64,1653
007,Aguas Buenas,2013,65-69,1505
007,Aguas Buenas,2013,70-74,1135
007,Aguas Buenas,2013,75-79,850
007,Aguas Buenas,2013,80+,910
007,Aguas Buenas,2014,0-4,1375
007,Aguas Buenas,2014,5-9,1688
007,Aguas Buenas,2014,10-14,1810
007,Aguas Buenas,2014,15-19,1937
007,Aguas Buenas,2014,20-24,1833
007,Aguas Buenas,2014,25-29,1561
007,Aguas Buenas,2014,30-34,1654
007,Aguas Buenas,2014,35-39,1838
007,Aguas Buenas,2014,40-44,1641
007,Aguas Buenas,2014,45-49,1784
007,Aguas Buenas,2014,50-54,1916
007,Aguas Buenas,2014,55-59,1833
007,Aguas Buenas,2014,60-64,1731
007,Aguas Buenas,2014,65-69,1564
007,Aguas Buenas,2014,70-74,1167
007,Aguas Buenas,2014,75-79,876
007,Aguas Buenas,2014,80+,964
007,Aguas Buenas,2015,0-4,1283
007,Aguas Buenas,2015,5-9,1571
007,Aguas Buenas,2015,10-14,1753
007,Aguas Buenas,2015,15-19,1909
007,Aguas Buenas,2015,20-24,1760
007,Aguas Buenas,2015,25-29,1511
007,Aguas Buenas,2015,30-34,1548
007,Aguas Buenas,2015,35-39,1802
007,Aguas Buenas,2015,40-44,1623
007,Aguas Buenas,2015,45-49,1717
007,Aguas Buenas,2015,50-54,1907
007,Aguas Buenas,2015,55-59,1860
007,Aguas Buenas,2015,60-64,1740
007,Aguas Buenas,2015,65-69,1587
007,Aguas Buenas,2015,70-74,1228
007,Aguas Buenas,2015,75-79,887
007,Aguas Buenas,2015,80+,1014
007,Aguas Buenas,2016,0-4,1176
007,Aguas Buenas,2016,5-9,1433
